Id,PopSize,VAT,Levy,Tariff,WealthTax,Allowance,Unemployment,Black,Gdp,StateMoney,PopTotalMoney,NbTransactions,ConnectedStates
0,48,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1911508.2,182.28375,47449.547,62853,
1,50,0.2,0.1,0.3,0.2,Fair,0.05,0.15,855533.25,0.8842313,22046.387,35257,
2,61,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2555751.8,293.2151,80024.766,69098,
3,55,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1331719.8,144.081,36936.766,63173,
4,46,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1214282.1,115.61156,31039.742,44859,
5,61,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1227086.4,118.000595,26647.047,85097,
6,50,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1112641.2,100.612854,27635.762,49142,
7,49,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1491771.0,146.9118,35120.734,57188,
8,43,0.2,0.1,0.3,0.2,Fair,0.05,0.15,1951663.0,2.343566,51788.426,59821,
9,50,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2115656.0,279.02136,84425.016,59547,
10,59,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2133353.2,2.5553093,55602.406,77510,
11,46,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1692143.1,215.97485,54542.75,67574,
12,39,0.2,0.1,0.3,0.2,Fair,0.05,0.15,895762.25,0.8439069,15410.594,31111,
13,51,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1965239.0,241.47025,66617.9,71660,
14,60,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1961387.1,203.8504,55803.65,81712,
15,36,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1141261.1,96.03882,21721.568,55683,
16,50,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1939311.4,205.38864,54931.945,70888,
17,61,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2231616.2,299.07947,85395.27,90779,
18,55,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2034035.1,2.280261,49554.188,86382,
19,45,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1129988.2,98.14653,24119.746,42490,
20,46,0.2,0.1,0.3,0.2,Fair,0.05,0.15,1199483.9,1.6736963,27183.697,58836,
21,45,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2044436.1,286.2047,92197.87,53544,
22,41,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2359516.5,3.1887746,96033.37,67417,
23,50,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1736707.4,202.25226,55128.67,71656,
24,62,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1652435.8,156.06056,45301.383,68916,
25,46,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1979176.8,235.53757,64240.152,64042,
26,50,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2080719.4,7.4748344,46039.25,76933,
