Id,PopSize,VAT,Levy,Tariff,WealthTax,Allowance,Unemployment,Black,Gdp,StateMoney,PopTotalMoney,NbTransactions,ConnectedStates
0,61,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2850205.5,459.3683,52707.31,68668,
1,33,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1582999.1,265.91736,38302.504,35502,
2,48,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2364653.5,421.28632,52909.17,52328,
3,51,0.2,0.1,0.3,0.2,Fair,0.05,0.15,1901331.9,276.69336,40594.727,58834,
4,62,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2813300.0,508.2928,60998.344,71403,
5,43,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2118111.5,324.84485,37370.43,48447,
6,51,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2626011.2,347.2777,58875.145,56001,
7,47,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2136722.8,353.3617,42566.594,55902,
8,36,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1942975.1,352.2265,50097.59,43226,
9,52,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2109874.5,355.43604,39015.22,58843,
10,40,0.2,0.1,0.3,0.2,Fair,0.05,0.15,1840322.1,260.33484,39508.26,41983,
11,46,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2510712.5,370.89435,50003.727,49723,
12,45,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1879315.8,334.66162,42854.285,49488,
13,41,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2002155.0,354.25952,48392.74,46891,
14,61,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2866801.8,437.0923,58692.234,70597,
15,55,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2528318.8,391.4859,48001.0,58750,
16,52,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2251206.5,390.38428,41771.26,56654,
17,54,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2703659.0,428.61212,54210.88,61483,
18,58,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2641696.0,453.14954,52137.44,62778,
19,48,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2067738.4,366.5066,39722.383,54850,
20,48,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1961387.8,337.70935,36694.47,53724,
21,48,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2320757.8,369.6878,44827.473,53043,
22,50,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2376308.5,311.7113,57863.973,59649,
23,49,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2545925.8,432.53394,56458.02,55515,
24,40,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2027031.0,262.09717,51560.043,43308,
25,46,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2381499.2,449.2812,60388.35,51019,
26,50,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2054546.9,289.29785,45581.65,60496,
27,42,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2334942.2,420.9063,51200.895,44332,
28,51,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1934224.5,320.68665,33377.89,62505,
29,49,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2464765.8,375.49365,50606.3,56470,
30,56,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2923162.2,366.41296,63829.785,62443,
31,55,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2276567.2,389.84235,40698.54,65095,
32,58,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2092448.8,353.44885,37777.727,68276,
33,48,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2513930.2,440.62897,49357.457,52580,
34,57,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2593628.5,429.83514,54713.996,63666,
35,39,0.2,0.1,0.3,0.2,Fair,0.05,0.15,1469657.5,251.90405,26130.676,49008,
36,63,0.2,0.1,0.3,0.2,Flat,0.05,0.15,3444879.8,606.9231,77287.7,68565,
37,49,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2419899.8,427.4375,55534.453,54333,
38,43,0.2,0.1,0.3,0.2,Fair,0.05,0.15,1872015.2,295.7047,31137.707,50033,
39,51,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2152463.8,305.30823,43840.156,59381,
40,47,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2170116.0,354.3661,37305.883,51980,
41,50,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2186185.2,335.30994,39850.86,55294,
42,51,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2554109.5,450.0039,52037.66,54960,
