Id,PopSize,VAT,Levy,Tariff,WealthTax,Allowance,Unemployment,Black,Gdp,StateMoney,PopTotalMoney,NbTransactions,ConnectedStates
0,50,0.2,0.9596457,0.3,0.2,Flat,0.05,0.15,1370426.4,389.2063,39148.496,47872,
1,45,0.2,0.79303104,0.3,0.2,Flat,0.05,0.15,749309.4,177.94711,19114.416,32706,
2,52,0.2,0.7270335,0.3,0.2,Flat,0.05,0.15,1625372.5,620.8047,72728.234,49564,
3,48,0.2,0.52935886,0.3,0.2,Flat,0.05,0.15,940113.6,203.56192,24853.432,40270,
4,34,0.2,0.45608664,0.3,0.2,Flat,0.05,0.15,802125.7,224.1405,31529.035,27577,
5,53,0.2,0.72494733,0.3,0.2,Flat,0.05,0.15,1180759.5,319.30505,35951.086,44590,
6,56,0.2,0.36894876,0.3,0.2,Flat,0.05,0.15,1288429.2,388.4673,60278.67,44911,
7,56,0.2,0.31490707,0.3,0.2,Fair,0.05,0.15,1014194.44,141.4848,22884.084,44199,
8,49,0.2,0.2880394,0.3,0.2,Flat,0.05,0.15,893310.3,204.96545,33745.848,39410,
9,51,0.2,0.44574392,0.3,0.2,Fair,0.05,0.15,957753.9,171.8982,34866.32,35989,
10,45,0.2,0.117473364,0.3,0.2,Flat,0.05,0.15,1254876.8,346.685,99564.76,42505,
11,42,0.2,0.113042414,0.3,0.2,Fair,0.05,0.15,832789.9,34.680847,27008.047,36780,
12,48,0.2,0.9713773,0.3,0.2,Flat,0.05,0.15,1483665.8,476.07123,47818.344,35769,
13,49,0.2,0.7475392,0.3,0.2,Fair,0.05,0.15,1185543.9,308.78894,38327.12,40593,
14,55,0.2,0.47893488,0.3,0.2,Flat,0.05,0.15,1328210.8,398.74762,56283.016,42067,
15,53,0.2,0.2521981,0.3,0.2,Fair,0.05,0.15,1241609.9,137.63452,45612.57,44996,
16,54,0.2,0.22807944,0.3,0.2,Flat,0.05,0.15,1314630.6,304.01855,52413.953,50552,
17,49,0.2,0.5046065,0.3,0.2,Flat,0.05,0.15,1613117.6,544.18384,77657.66,51216,
18,56,0.2,0.009724617,0.3,0.2,Fair,0.05,0.15,1186287.4,2.0624762,48907.16,50080,
19,50,0.2,0.75971705,0.3,0.2,Flat,0.05,0.15,1275586.4,341.56824,37624.758,39062,
20,53,0.2,0.70028204,0.3,0.2,Flat,0.05,0.15,1173980.5,245.1636,27026.49,43191,
21,37,0.2,0.058478713,0.3,0.2,Fair,0.05,0.15,844461.9,1.9125643,61920.336,30046,
22,58,0.2,0.55810344,0.3,0.2,Fair,0.05,0.15,1886269.4,427.1529,71672.23,52494,
23,58,0.2,0.21218413,0.3,0.2,Flat,0.05,0.15,1429263.8,361.31628,72255.47,42849,
24,43,0.2,0.023649156,0.3,0.2,Fair,0.05,0.15,1443567.2,3.450646,158427.77,39850,
25,48,0.2,0.18747723,0.3,0.2,Flat,0.05,0.15,1675445.6,551.3772,147147.66,55591,
26,47,0.2,0.99601805,0.3,0.2,Fair,0.05,0.15,991536.2,238.24124,23622.105,35082,
27,49,0.2,0.46310556,0.3,0.2,Flat,0.05,0.15,902244.6,211.21042,27071.602,41225,
28,44,0.2,0.030477703,0.3,0.2,Fair,0.05,0.15,1080949.2,2.2037115,96231.58,30459,
29,51,0.2,0.819997,0.3,0.2,Flat,0.05,0.15,1189661.4,295.28455,31550.902,38344,
30,59,0.2,0.061441243,0.3,0.2,Fair,0.05,0.15,1436796.2,4.0604935,128897.336,47472,
31,54,0.2,0.9175215,0.3,0.2,Flat,0.05,0.15,1744271.9,469.4272,48199.67,45370,
32,40,0.2,0.52971214,0.3,0.2,Fair,0.05,0.15,1135046.0,246.66931,44371.68,33505,
33,44,0.2,0.21045065,0.3,0.2,Fair,0.05,0.15,1030003.5,33.55002,49730.97,40511,
34,46,0.2,0.18663329,0.3,0.2,Fair,0.05,0.15,939503.8,12.641474,42844.914,37557,
35,60,0.2,0.2858333,0.3,0.2,Fair,0.05,0.15,1876028.1,229.258,84238.39,61229,
36,42,0.2,0.1940499,0.3,0.2,Flat,0.05,0.15,737351.9,133.23883,21193.945,33107,
37,46,0.2,0.51259404,0.3,0.2,Flat,0.05,0.15,1143661.6,330.3203,45307.992,43058,
38,61,0.2,0.34885365,0.3,0.2,Flat,0.05,0.15,1471164.6,400.003,62335.76,52141,
39,50,0.2,0.16807222,0.3,0.2,Flat,0.05,0.15,1191028.1,338.26917,74820.53,45060,
40,47,0.2,0.573577,0.3,0.2,Fair,0.05,0.15,1504120.9,379.23438,61229.223,45414,
41,53,0.2,0.5570273,0.3,0.2,Flat,0.05,0.15,1449074.9,439.67194,57903.84,43864,
42,60,0.2,0.047435522,0.3,0.2,Fair,0.05,0.15,1252588.9,3.0180502,86812.18,49849,
43,47,0.2,0.3950318,0.3,0.2,Fair,0.05,0.15,1084642.9,157.4834,38696.375,40142,
44,47,0.2,0.1508826,0.3,0.2,Flat,0.05,0.15,1150519.0,321.99548,84867.66,35300,
45,47,0.2,0.16798383,0.3,0.2,Fair,0.05,0.15,884416.44,31.92485,32467.633,36928,
46,46,0.2,0.48476833,0.3,0.2,Fair,0.05,0.15,1056087.0,194.86124,34197.832,41505,
47,40,0.2,0.7841311,0.3,0.2,Fair,0.05,0.15,746676.5,154.79236,17358.799,32331,
48,42,0.2,0.6543567,0.3,0.2,Flat,0.05,0.15,1184539.8,356.76556,43128.688,39251,
49,41,0.2,0.5390924,0.3,0.2,Fair,0.05,0.15,1354418.1,324.55048,55373.254,45136,
50,41,0.2,0.9086162,0.3,0.2,Flat,0.05,0.15,1159263.5,387.12793,40176.754,33363,
51,45,0.2,0.85557187,0.3,0.2,Flat,0.05,0.15,1180470.5,287.4359,30018.861,40570,
52,52,0.2,0.55438405,0.3,0.2,Flat,0.05,0.15,1152811.1,304.93542,37962.54,48268,
53,45,0.2,0.028614938,0.3,0.2,Fair,0.05,0.15,1381442.6,2.956153,120543.59,37968,
54,52,0.2,0.8593329,0.3,0.2,Flat,0.05,0.15,979156.25,244.60696,25457.705,35169,
55,53,0.2,0.09829742,0.3,0.2,Flat,0.05,0.15,936903.2,206.01248,54891.79,31238,
56,51,0.2,0.78140634,0.3,0.2,Flat,0.05,0.15,1217990.1,314.40173,34316.98,45427,
57,57,0.2,0.23173559,0.3,0.2,Flat,0.05,0.15,1685970.2,501.36768,105145.34,51592,
58,41,0.2,0.7579178,0.3,0.2,Flat,0.05,0.15,946705.1,248.63025,27189.355,36618,
59,39,0.2,0.57545686,0.3,0.2,Fair,0.05,0.15,819714.06,151.66037,21467.719,32336,
60,42,0.2,0.22533017,0.3,0.2,Fair,0.05,0.15,899282.25,78.32518,33077.65,36208,
61,62,0.2,0.340796,0.3,0.2,Fair,0.05,0.15,1539196.1,232.73141,58694.062,55167,
62,55,0.2,0.86948794,0.3,0.2,Fair,0.05,0.15,1545547.2,407.9077,44540.785,54591,
63,50,0.2,0.015523016,0.3,0.2,Flat,0.05,0.15,1009119.56,253.9253,150935.78,32953,
64,51,0.2,0.5025181,0.3,0.2,Fair,0.05,0.15,1769405.4,412.14728,82374.03,51914,
65,52,0.2,0.6139409,0.3,0.2,Fair,0.05,0.15,1776955.4,498.011,77942.97,46866,
66,48,0.2,0.18162602,0.3,0.2,Flat,0.05,0.15,1216323.6,318.14587,67167.12,41464,
67,57,0.2,0.047908306,0.3,0.2,Flat,0.05,0.15,1041098.0,259.56497,100430.29,38506,
68,53,0.2,0.80960715,0.3,0.2,Flat,0.05,0.15,1360362.2,399.09692,43439.984,45231,
69,60,0.2,0.23845977,0.3,0.2,Fair,0.05,0.15,1412874.6,112.67792,69208.56,50187,
70,53,0.2,0.14819711,0.3,0.2,Fair,0.05,0.15,1211329.2,17.310791,54083.273,43123,
71,57,0.2,0.9108679,0.3,0.2,Fair,0.05,0.15,1437298.4,366.2931,38676.746,47110,
72,51,0.2,0.4226563,0.3,0.2,Fair,0.05,0.15,939889.0,154.61969,29867.398,36086,
73,61,0.2,0.9971811,0.3,0.2,Fair,0.05,0.15,1134137.1,275.12643,27258.795,41026,
74,53,0.2,0.5666077,0.3,0.2,Fair,0.05,0.15,1039283.5,210.78134,30048.334,44752,
75,63,0.2,0.7846745,0.3,0.2,Flat,0.05,0.15,1685905.6,585.0733,65294.277,56344,
76,56,0.2,0.54563415,0.3,0.2,Fair,0.05,0.15,1922178.5,445.0965,74067.74,64267,
77,50,0.2,0.9245942,0.3,0.2,Fair,0.05,0.15,1265051.5,398.58197,42097.816,41981,
78,50,0.2,0.08011514,0.3,0.2,Flat,0.05,0.15,1249076.1,315.42737,107976.85,46404,
79,61,0.2,0.88449496,0.3,0.2,Fair,0.05,0.15,1675670.0,436.20947,46876.223,59770,
80,44,0.2,0.7640131,0.3,0.2,Fair,0.05,0.15,1676707.2,631.3729,81064.03,47002,
81,70,0.2,0.5739453,0.3,0.2,Flat,0.05,0.15,2396423.8,854.7567,115096.73,64903,
82,47,0.2,0.9266788,0.3,0.2,Fair,0.05,0.15,1124061.2,337.94775,35538.938,34926,
83,45,0.2,0.5850936,0.3,0.2,Fair,0.05,0.15,632881.94,116.80084,13866.416,34861,
84,41,0.2,0.3172474,0.3,0.2,Fair,0.05,0.15,888495.8,136.87823,32842.832,38177,
85,29,0.2,0.6073745,0.3,0.2,Flat,0.05,0.15,637002.25,147.91699,17538.64,21969,
86,57,0.2,0.5919747,0.3,0.2,Fair,0.05,0.15,1380191.6,272.33444,40035.58,53162,
87,54,0.2,0.14343375,0.3,0.2,Fair,0.05,0.15,1459319.4,8.132881,72283.44,50099,
88,44,0.2,0.7681664,0.3,0.2,Fair,0.05,0.15,630009.6,114.140564,11931.057,39243,
89,57,0.2,0.16823149,0.3,0.2,Flat,0.05,0.15,1330075.0,335.59924,71309.3,50735,
90,52,0.2,0.9665812,0.3,0.2,Flat,0.05,0.15,948331.2,226.22595,22661.357,40513,
91,56,0.2,0.035441935,0.3,0.2,Flat,0.05,0.15,1492511.2,358.94397,145482.64,49913,
92,56,0.2,0.41782695,0.3,0.2,Flat,0.05,0.15,1798534.4,566.84766,88773.93,44559,
93,41,0.2,0.8980251,0.3,0.2,Flat,0.05,0.15,992454.2,294.57703,30476.643,33305,
94,42,0.2,0.4559741,0.3,0.2,Fair,0.05,0.15,1011795.2,178.20343,34056.797,34120,
95,46,0.2,0.5296469,0.3,0.2,Flat,0.05,0.15,1118364.6,241.52197,30113.076,41794,
96,45,0.2,0.9911208,0.3,0.2,Flat,0.05,0.15,912111.7,250.56104,24857.207,37032,
97,63,0.2,0.5200369,0.3,0.2,Fair,0.05,0.15,1603938.9,338.932,58569.816,55668,
98,35,0.2,0.24685174,0.3,0.2,Flat,0.05,0.15,841179.94,233.84875,46433.438,30557,
99,50,0.2,0.88309985,0.3,0.2,Flat,0.05,0.15,991326.4,207.00986,21356.406,39045,
100,52,0.2,0.7014473,0.3,0.2,Flat,0.05,0.15,1240928.5,290.734,32820.023,49212,
101,59,0.2,0.6274446,0.3,0.2,Flat,0.05,0.15,1210761.6,319.65186,38142.137,46084,
102,53,0.2,0.5944471,0.3,0.2,Flat,0.05,0.15,1088528.1,275.02393,33439.94,36198,
103,46,0.2,0.46392757,0.3,0.2,Flat,0.05,0.15,1130348.6,227.48239,29615.822,42451,
104,44,0.2,0.79201317,0.3,0.2,Fair,0.05,0.15,1223674.4,336.302,40053.74,40121,
105,42,0.2,0.685875,0.3,0.2,Fair,0.05,0.15,883451.5,153.87665,19122.25,34311,
106,46,0.2,0.562862,0.3,0.2,Fair,0.05,0.15,1275107.0,250.01074,39932.082,39185,
107,65,0.2,0.18006527,0.3,0.2,Fair,0.05,0.15,2083290.9,46.71338,128160.75,68462,
108,41,0.2,0.046833575,0.3,0.2,Flat,0.05,0.15,861274.4,184.27567,83054.88,35389,
109,56,0.2,0.28862375,0.3,0.2,Fair,0.05,0.15,1484981.5,209.24216,52219.297,55800,
110,48,0.2,0.124094605,0.3,0.2,Fair,0.05,0.15,1516321.5,4.3015156,105848.32,36741,
111,48,0.2,0.8251622,0.3,0.2,Fair,0.05,0.15,1147029.8,272.25122,30331.07,44615,
112,54,0.2,0.56626433,0.3,0.2,Flat,0.05,0.15,1478119.5,354.9403,44225.656,49710,
113,49,0.2,0.38735205,0.3,0.2,Flat,0.05,0.15,759404.5,162.91772,22185.086,32830,
114,56,0.2,0.90131325,0.3,0.2,Flat,0.05,0.15,1329564.4,326.85754,33683.68,43292,
115,46,0.2,0.34034693,0.3,0.2,Flat,0.05,0.15,1517127.2,499.72485,89529.56,46182,
116,55,0.2,0.30990332,0.3,0.2,Flat,0.05,0.15,1321389.6,388.4525,67641.0,51989,
117,60,0.2,0.5618882,0.3,0.2,Flat,0.05,0.15,1622669.0,372.17822,45753.586,51185,
118,55,0.2,0.12806177,0.3,0.2,Fair,0.05,0.15,1358503.8,3.243668,80272.555,45274,
119,42,0.2,0.5344867,0.3,0.2,Fair,0.05,0.15,1085606.4,231.17773,36025.09,47694,
120,55,0.2,0.52395725,0.3,0.2,Flat,0.05,0.15,1212775.4,317.55908,41401.465,45024,
121,67,0.2,0.38983428,0.3,0.2,Flat,0.05,0.15,1495821.6,382.5127,56445.637,51737,
122,46,0.2,0.5874657,0.3,0.2,Fair,0.05,0.15,1223955.2,295.47058,46445.67,38323,
123,40,0.2,0.5057677,0.3,0.2,Fair,0.05,0.15,608480.9,109.140625,18466.178,27031,
124,49,0.2,0.19067705,0.3,0.2,Flat,0.05,0.15,1023310.1,211.95703,37994.61,39685,
