Id,PopSize,VAT,Levy,Tariff,WealthTax,Allowance,Unemployment,Black,Gdp,StateMoney,PopTotalMoney,NbTransactions,ConnectedStates
0,168,0.2,0.1,0.3,0.2,Fair,0.05,0.15,4691954.5,45.322327,171003.06,168983,
1,144,0.2,0.1,0.3,0.2,Flat,0.05,0.15,3551795.5,599.4241,137618.8,143418,
2,131,0.2,0.1,0.3,0.2,Flat,0.05,0.15,3336800.5,523.18884,110433.01,136615,
3,154,0.2,0.1,0.3,0.2,Fair,0.05,0.15,3936240.5,7.685292,150027.97,148005,
4,144,0.2,0.1,0.3,0.2,Flat,0.05,0.15,3906362.2,706.55884,182751.0,151954,
5,168,0.2,0.1,0.3,0.2,Flat,0.05,0.15,4256683.5,733.0596,167770.52,155913,
6,140,0.2,0.1,0.3,0.2,Flat,0.05,0.15,4213817.0,881.67334,260341.81,143082,
7,137,0.2,0.1,0.3,0.2,Flat,0.05,0.15,3798931.5,715.953,195908.27,140018,
8,155,0.2,0.1,0.3,0.2,Flat,0.05,0.15,4154395.5,673.35693,159987.45,165861,
9,182,0.2,0.1,0.3,0.2,Fair,0.05,0.15,4675796.0,100.781784,141105.3,182025,
10,165,0.2,0.1,0.3,0.2,Fair,0.05,0.15,4429519.0,93.26347,141289.36,175727,
11,152,0.2,0.1,0.3,0.2,Fair,0.05,0.15,4280469.0,50.308388,148283.3,148459,
12,152,0.2,0.1,0.3,0.2,Fair,0.05,0.15,3681725.0,5.9370956,120226.05,145854,
13,165,0.2,0.1,0.3,0.2,Fair,0.05,0.15,3512117.8,34.35527,95855.12,149462,
14,144,0.2,0.1,0.3,0.2,Flat,0.05,0.15,3077098.8,465.41174,98910.17,130790,
15,139,0.2,0.1,0.3,0.2,Fair,0.05,0.15,3615685.8,6.085477,118031.95,153305,
16,147,0.2,0.1,0.3,0.2,Flat,0.05,0.15,4282136.5,901.7075,257531.78,145137,
17,141,0.2,0.1,0.3,0.2,Flat,0.05,0.15,3228938.2,479.15024,95869.45,133477,
18,137,0.2,0.1,0.3,0.2,Fair,0.05,0.15,3265619.2,5.4578285,102123.12,126839,
19,169,0.2,0.1,0.3,0.2,Fair,0.05,0.15,3873266.8,20.642948,128685.53,174855,
20,143,0.2,0.1,0.3,0.2,Flat,0.05,0.15,3115335.8,490.13318,100131.89,130834,
21,164,0.2,0.1,0.3,0.2,Fair,0.05,0.15,4470842.0,8.948587,178668.84,168809,
22,160,0.2,0.1,0.3,0.2,Flat,0.05,0.15,4252450.0,759.7597,174543.19,171278,
23,177,0.2,0.1,0.3,0.2,Flat,0.05,0.15,4379800.5,683.4373,147750.62,170877,
24,134,0.2,0.1,0.3,0.2,Flat,0.05,0.15,4005494.0,827.44385,216306.48,155178,
25,120,0.2,0.1,0.3,0.2,Flat,0.05,0.15,3041343.5,564.9331,142161.86,104836,
26,173,0.2,0.1,0.3,0.2,Flat,0.05,0.15,4535132.5,820.41046,195237.0,172805,
27,168,0.2,0.1,0.3,0.2,Flat,0.05,0.15,3912656.5,583.3524,118764.96,160683,
28,151,0.2,0.1,0.3,0.2,Flat,0.05,0.15,3553335.0,539.95544,114155.266,144006,
29,131,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2782248.0,445.56567,103743.51,127311,
30,141,0.2,0.1,0.3,0.2,Fair,0.05,0.15,4249039.0,7.3598633,173432.4,143163,
31,162,0.2,0.1,0.3,0.2,Fair,0.05,0.15,4007509.2,142.59985,118135.59,162624,
32,159,0.2,0.1,0.3,0.2,Fair,0.05,0.15,4635136.5,58.122406,158153.73,172718,
33,145,0.2,0.1,0.3,0.2,Flat,0.05,0.15,3347317.0,506.1674,100347.23,130720,
34,145,0.2,0.1,0.3,0.2,Flat,0.05,0.15,3552841.8,585.13525,134600.62,145720,
35,155,0.2,0.1,0.3,0.2,Fair,0.05,0.15,3559690.5,47.19468,112925.1,157079,
36,147,0.2,0.1,0.3,0.2,Fair,0.05,0.15,3749007.0,41.608124,117853.69,158886,
37,152,0.2,0.1,0.3,0.2,Fair,0.05,0.15,4851093.0,9.706459,208542.56,153453,
38,150,0.2,0.1,0.3,0.2,Fair,0.05,0.15,3561388.2,67.533615,111983.29,142313,
