Id,PopSize,VAT,Levy,Tariff,WealthTax,Allowance,Unemployment,Black,Gdp,StateMoney,PopTotalMoney,NbTransactions,ConnectedStates
0,206,0.0,0.0,0.0,0.0,Flat,0.05,0.15,1208787.4,0.0,147716.72,45830,
1,184,0.0,0.0,0.0,0.0,Fair,0.05,0.15,1191498.4,0.0,231810.48,40235,
2,203,0.0,0.0,0.0,0.0,Fair,0.05,0.15,1256608.0,0.0,191179.5,44078,
3,194,0.0,0.0,0.0,0.0,Fair,0.05,0.15,1414948.6,0.0,262615.7,45807,
4,203,0.0,0.0,0.0,0.0,Fair,0.05,0.15,1297740.0,0.0,204875.14,44818,
5,206,0.0,0.0,0.0,0.0,Fair,0.05,0.15,1226996.0,0.0,160312.22,41961,
6,198,0.0,0.0,0.0,0.0,Fair,0.05,0.15,1127850.9,0.0,153945.0,37297,
7,207,0.0,0.0,0.0,0.0,Fair,0.05,0.15,1311499.1,0.0,192703.16,45489,
8,203,0.0,0.0,0.0,0.0,Flat,0.05,0.15,1364927.5,0.0,266417.75,46227,
9,196,0.0,0.0,0.0,0.0,Fair,0.05,0.15,1246708.0,0.0,188425.34,41580,
