Id,PopSize,VAT,Levy,Tariff,WealthTax,Allowance,Unemployment,Black,Gdp,StateMoney,PopTotalMoney,NbTransactions,ConnectedStates
0,51,0.2,0.1,0.3,0.2,Flat,0.05,0.15,3186270.8,581.2832,74181.91,58323,
1,40,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2135230.0,354.42896,36377.71,47677,
2,48,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2744685.0,400.5437,53249.934,55069,
3,53,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2615568.0,428.45905,50074.11,62020,
4,44,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2460931.0,410.36743,45151.836,50594,
5,51,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2898199.0,477.622,53306.57,61025,
6,43,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2177983.5,356.60095,37651.566,49422,
7,53,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2789713.5,459.68066,48758.12,56631,
8,54,0.2,0.1,0.3,0.2,Flat,0.05,0.15,3223916.2,537.5403,63820.402,59332,
9,51,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2849920.5,462.14917,47849.29,57368,
10,49,0.2,0.1,0.3,0.2,Flat,0.05,0.15,3138295.5,549.86523,60868.57,51562,
11,37,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2191724.5,355.31293,41503.266,38992,
12,47,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2486890.0,427.2602,47725.84,49182,
13,57,0.2,0.1,0.3,0.2,Flat,0.05,0.15,3126394.0,533.4951,54506.996,66089,
14,49,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2959487.8,488.26862,53787.258,53896,
15,54,0.2,0.1,0.3,0.2,Flat,0.05,0.15,3115511.2,523.0078,55115.15,58396,
16,55,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2932243.8,410.13757,61859.523,59495,
17,46,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2493644.8,392.531,48966.484,53678,
18,43,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2249963.0,399.21368,49167.27,45931,
19,55,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2766798.8,479.17212,52564.598,60382,
20,57,0.2,0.1,0.3,0.2,Fair,0.05,0.15,3183079.0,483.90698,58514.242,66029,
