Id,PopSize,VAT,Levy,Tariff,WealthTax,Allowance,Unemployment,Black,Gdp,StateMoney,PopTotalMoney,NbTransactions,ConnectedStates
0,199,0.2,0.1,0.3,0.2,Flat,0.05,0.15,4235024.0,838.0016,182474.16,136613,
1,197,0.2,0.1,0.3,0.2,Flat,0.05,0.15,4738582.0,1042.0122,263583.4,132454,
2,207,0.2,0.1,0.3,0.2,Flat,0.05,0.15,4184501.0,885.7555,199075.25,145131,
3,193,0.2,0.1,0.3,0.2,Flat,0.05,0.15,4352144.0,922.94073,209760.98,144387,
4,202,0.2,0.1,0.3,0.2,Flat,0.05,0.15,4359346.5,968.85614,215356.88,142728,
5,182,0.2,0.1,0.3,0.2,Flat,0.05,0.15,3411963.2,709.10815,150858.23,114063,
6,191,0.2,0.1,0.3,0.2,Flat,0.05,0.15,3915603.2,757.3845,164376.17,135819,
7,206,0.2,0.1,0.3,0.2,Fair,0.05,0.15,4543235.0,150.71793,170498.88,152505,
8,207,0.2,0.1,0.3,0.2,Flat,0.05,0.15,4383640.0,964.19366,219635.9,143905,
9,216,0.2,0.1,0.3,0.2,Flat,0.05,0.15,4323914.5,943.6108,216218.39,158776,
