Id,PopSize,VAT,Levy,Tariff,WealthTax,Allowance,Unemployment,Black,Gdp,StateMoney,PopTotalMoney,NbTransactions,ConnectedStates
0,40,0.2,0.1,0.3,0.2,Flat,0.05,0.15,3227550.2,1103.2109,470511.3,45245,
1,52,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2594746.5,4.793379,97673.586,51474,
2,47,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2271116.5,20.396118,98055.29,51810,
3,54,0.2,0.1,0.3,0.2,Flat,0.05,0.15,3332330.5,805.79675,234133.9,64859,
4,56,0.2,0.1,0.3,0.2,Flat,0.05,0.15,3501964.0,882.48425,266598.22,67720,
5,46,0.2,0.1,0.3,0.2,Fair,0.05,0.15,3546786.2,9.771107,276272.3,57606,
6,49,0.2,0.1,0.3,0.2,Fair,0.05,0.15,3243219.0,7.2242165,186073.84,60917,
7,47,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2941755.8,5.585885,132125.66,45881,
8,47,0.2,0.1,0.3,0.2,Fair,0.05,0.15,3943150.8,10.351318,334938.56,60978,
9,50,0.2,0.1,0.3,0.2,Fair,0.05,0.15,3312263.5,6.952671,184219.4,60906,
10,60,0.2,0.1,0.3,0.2,Fair,0.05,0.15,3941463.5,173.26398,165891.08,72021,
11,51,0.2,0.1,0.3,0.2,Fair,0.05,0.15,3307285.0,6.9403877,167821.66,54680,
12,62,0.2,0.1,0.3,0.2,Fair,0.05,0.15,4285377.5,9.345183,238318.17,70915,
13,46,0.2,0.1,0.3,0.2,Fair,0.05,0.15,3072627.0,6.2507143,155336.53,49902,
14,56,0.2,0.1,0.3,0.2,Fair,0.05,0.15,3162390.0,52.83506,128271.59,62951,
15,40,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2510672.8,645.6323,197763.19,47784,
16,53,0.2,0.1,0.3,0.2,Fair,0.05,0.15,3001034.5,163.65881,104727.81,63345,
17,40,0.2,0.1,0.3,0.2,Fair,0.05,0.15,3092754.0,7.236927,193436.9,45118,
18,53,0.2,0.1,0.3,0.2,Flat,0.05,0.15,3369122.2,961.004,319586.66,63358,
19,48,0.2,0.1,0.3,0.2,Flat,0.05,0.15,3370675.2,1055.8398,394403.28,54490,
