Id,PopSize,VAT,Levy,Tariff,WealthTax,Allowance,Unemployment,Black,Gdp,StateMoney,PopTotalMoney,NbTransactions,ConnectedStates
0,226,0.2,0.1,0.3,0.2,Flat,0.05,0.15,2165961.8,1230.417,264147.66,61240,
1,211,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2059597.2,108.31668,245938.92,53597,
2,191,0.2,0.1,0.3,0.2,Fair,0.05,0.15,1620739.6,286.38776,138956.31,49441,
3,204,0.2,0.1,0.3,0.2,Fair,0.05,0.15,1870568.4,141.5794,188755.69,51555,
4,218,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1876675.0,1021.5686,198670.56,55321,
5,194,0.2,0.1,0.3,0.2,Fair,0.05,0.15,2226567.8,136.80243,274065.28,54260,
6,188,0.2,0.1,0.3,0.2,Fair,0.05,0.15,1630053.1,285.3858,138633.12,45918,
7,179,0.2,0.1,0.3,0.2,Fair,0.05,0.15,1743826.9,241.66782,169688.27,48493,
8,189,0.2,0.1,0.3,0.2,Fair,0.05,0.15,1804677.1,233.65323,169870.62,53431,
9,200,0.2,0.1,0.3,0.2,Fair,0.05,0.15,1947408.5,150.1206,207436.33,51883,
