Id,PopSize,VAT,Levy,Tariff,WealthTax,Allowance,Unemployment,Black,Gdp,StateMoney,PopTotalMoney,NbTransactions,ConnectedStates
0,55,0.2,0.1,0.3,0.789993,Flat,0.05,0.15,805157.5,128.12392,24185.467,34321,
1,51,0.2,0.1,0.3,0.37551057,Fair,0.05,0.15,1430326.9,68.24924,67204.78,42556,
2,50,0.2,0.1,0.3,0.39981514,Fair,0.05,0.15,1232910.2,77.39731,54397.37,37913,
3,46,0.2,0.1,0.3,0.60326314,Flat,0.05,0.15,854371.25,174.83987,35081.664,30950,
4,49,0.2,0.1,0.3,0.118817985,Fair,0.05,0.15,954641.7,1.7202034,44201.87,36019,
5,56,0.2,0.1,0.3,0.63940966,Flat,0.05,0.15,1421268.8,346.33447,64454.836,37982,
6,52,0.2,0.1,0.3,0.41841877,Fair,0.05,0.15,873982.25,27.180897,32441.695,31548,
7,42,0.2,0.1,0.3,0.91310877,Flat,0.05,0.15,1254973.9,255.83728,35065.9,36940,
8,41,0.2,0.1,0.3,0.13834482,Flat,0.05,0.15,892082.0,178.25302,49202.133,26166,
9,44,0.2,0.1,0.3,0.29455763,Fair,0.05,0.15,1059889.2,28.35278,42575.215,36418,
10,54,0.2,0.1,0.3,0.6886406,Fair,0.05,0.15,1073902.4,58.837616,39843.36,34240,
11,54,0.2,0.1,0.3,0.5520821,Fair,0.05,0.15,859299.3,1.6336417,26362.852,31917,
12,49,0.2,0.1,0.3,0.47491318,Flat,0.05,0.15,1066124.0,208.64417,45187.906,43132,
13,55,0.2,0.1,0.3,0.95774066,Fair,0.05,0.15,1043911.4,148.89606,19158.281,34971,
14,49,0.2,0.1,0.3,0.07988143,Fair,0.05,0.15,816368.25,1.7229874,42119.8,30170,
15,43,0.2,0.1,0.3,0.15988046,Fair,0.05,0.15,624738.6,1.239706,25038.988,30901,
16,45,0.2,0.1,0.3,0.34359533,Fair,0.05,0.15,1048085.75,2.7305403,53912.215,27631,
17,46,0.2,0.1,0.3,0.23230523,Fair,0.05,0.15,1116381.2,2.2217245,51704.844,28692,
18,49,0.2,0.1,0.3,0.08014202,Flat,0.05,0.15,910284.4,118.72241,20971.521,33425,
19,37,0.2,0.1,0.3,0.67740595,Fair,0.05,0.15,717741.06,61.84378,27126.191,27668,
20,55,0.2,0.1,0.3,0.5754402,Fair,0.05,0.15,1620476.8,139.85915,68661.45,49477,
21,37,0.2,0.1,0.3,0.250287,Fair,0.05,0.15,911625.4,32.786545,30621.562,30638,
22,56,0.2,0.1,0.3,0.0071757436,Fair,0.05,0.15,1167760.1,2.223548,47577.34,42527,
23,52,0.2,0.1,0.3,0.0062182546,Flat,0.05,0.15,1372347.5,346.7827,149151.31,42658,
24,50,0.2,0.1,0.3,0.49548328,Flat,0.05,0.15,970863.25,165.23315,21170.82,45373,
25,52,0.2,0.1,0.3,0.50641453,Flat,0.05,0.15,1063665.5,218.86877,52769.137,33970,
26,46,0.2,0.1,0.3,0.06621134,Flat,0.05,0.15,1149097.0,288.48877,111015.39,30207,
27,54,0.2,0.1,0.3,0.7770769,Flat,0.05,0.15,960801.5,167.54254,23562.377,31782,
28,57,0.2,0.1,0.3,0.52521026,Flat,0.05,0.15,868736.75,158.78833,32490.46,26430,
29,42,0.2,0.1,0.3,0.36182648,Fair,0.05,0.15,1000604.75,30.14824,32347.621,34155,
30,49,0.2,0.1,0.3,0.19287479,Fair,0.05,0.15,1376663.6,26.533817,54402.742,38679,
31,49,0.2,0.1,0.3,0.67425865,Flat,0.05,0.15,970265.56,217.0625,43665.86,45914,
32,59,0.2,0.1,0.3,0.9271082,Fair,0.05,0.15,1141971.9,59.690086,34696.39,48444,
33,38,0.2,0.1,0.3,0.20959699,Flat,0.05,0.15,768959.2,127.91797,33543.15,28352,
34,48,0.2,0.1,0.3,0.6170097,Flat,0.05,0.15,874506.06,177.02777,34425.37,28981,
35,58,0.2,0.1,0.3,0.95472014,Fair,0.05,0.15,1074112.4,56.5216,40566.984,41481,
36,62,0.2,0.1,0.3,0.8091316,Fair,0.05,0.15,1623065.1,77.44178,55779.203,49469,
37,66,0.2,0.1,0.3,0.31467462,Flat,0.05,0.15,1539472.5,366.41052,86798.766,44936,
38,52,0.2,0.1,0.3,0.73641646,Fair,0.05,0.15,1180258.1,150.90454,35284.758,41344,
39,38,0.2,0.1,0.3,0.8998053,Fair,0.05,0.15,927932.9,36.51214,48635.09,26273,
40,49,0.2,0.1,0.3,0.36335754,Flat,0.05,0.15,998109.9,212.4071,47537.33,37445,
41,50,0.2,0.1,0.3,0.76759505,Flat,0.05,0.15,1195160.4,253.44333,50150.586,36246,
42,54,0.2,0.1,0.3,0.1990993,Flat,0.05,0.15,1151331.5,234.83524,63754.17,37364,
43,57,0.2,0.1,0.3,0.94208294,Flat,0.05,0.15,1390598.1,405.2583,67818.93,50729,
44,48,0.2,0.1,0.3,0.32579905,Fair,0.05,0.15,872031.44,3.2545466,34019.215,24939,
45,51,0.2,0.1,0.3,0.8243375,Flat,0.05,0.15,1092396.8,230.17163,47990.4,28604,
46,64,0.2,0.1,0.3,0.058433115,Flat,0.05,0.15,993112.7,162.9978,46512.875,43608,
47,59,0.2,0.1,0.3,0.12103158,Flat,0.05,0.15,1248534.5,256.72122,67004.14,40340,
48,44,0.2,0.1,0.3,0.8132908,Fair,0.05,0.15,884560.4,42.835976,32951.99,30517,
49,53,0.2,0.1,0.3,0.14395237,Fair,0.05,0.15,1103599.0,11.68689,34698.227,35098,
50,41,0.2,0.1,0.3,0.48772877,Fair,0.05,0.15,890397.6,2.0086899,45979.598,35060,
51,52,0.2,0.1,0.3,0.33867067,Flat,0.05,0.15,759605.4,168.67377,39464.61,30849,
52,51,0.2,0.1,0.3,0.018556356,Fair,0.05,0.15,841647.44,1.6672511,36008.84,25289,
53,44,0.2,0.1,0.3,0.081094325,Fair,0.05,0.15,401926.4,47.029915,5634.1396,22249,
54,61,0.2,0.1,0.3,0.8190001,Fair,0.05,0.15,1566513.5,163.40552,57261.36,45423,
55,48,0.2,0.1,0.3,0.6098713,Flat,0.05,0.15,1055803.8,209.80579,42989.523,35116,
56,56,0.2,0.1,0.3,0.726013,Fair,0.05,0.15,1176794.8,118.006836,44667.586,43195,
57,42,0.2,0.1,0.3,0.24235451,Flat,0.05,0.15,899378.0,164.44861,32527.697,34537,
58,49,0.2,0.1,0.3,0.6053021,Flat,0.05,0.15,993106.75,244.84915,48336.34,29949,
59,56,0.2,0.1,0.3,0.13196224,Fair,0.05,0.15,856030.4,11.909103,32358.469,38975,
60,54,0.2,0.1,0.3,0.24856305,Flat,0.05,0.15,1330184.2,297.62073,64891.457,48774,
61,48,0.2,0.1,0.3,0.97329175,Flat,0.05,0.15,1135906.6,306.78528,57156.758,33963,
62,45,0.2,0.1,0.3,0.9968333,Fair,0.05,0.15,1141401.4,155.4367,51409.41,34924,
63,49,0.2,0.1,0.3,0.53437847,Flat,0.05,0.15,631774.56,118.77045,21815.883,26970,
