Id,PopSize,VAT,Levy,Tariff,WealthTax,Allowance,Unemployment,Black,Gdp,StateMoney,PopTotalMoney,NbTransactions,ConnectedStates
0,51,0.2,0.1,0.19303364,0.2,Fair,0.05,0.15,1024329.56,2.0921862,51339.7,34591,
1,65,0.2,0.1,0.2203654,0.2,Flat,0.05,0.15,1607513.6,481.07336,188060.9,49608,
2,53,0.2,0.1,0.5617252,0.2,Flat,0.05,0.15,781049.4,209.668,49687.414,37504,
3,44,0.2,0.1,0.6538573,0.2,Flat,0.05,0.15,992229.3,363.93872,94157.1,35500,
4,61,0.2,0.1,0.088333786,0.2,Fair,0.05,0.15,1133911.4,2.1756897,64803.6,45337,
5,41,0.2,0.1,0.4676848,0.2,Fair,0.05,0.15,646915.25,2.2785234,53021.08,17921,
6,46,0.2,0.1,0.4671145,0.2,Flat,0.05,0.15,785571.25,240.8003,63462.363,37025,
7,51,0.2,0.1,0.328238,0.2,Flat,0.05,0.15,924523.6,193.60489,44412.066,36580,
8,47,0.2,0.1,0.8092268,0.2,Flat,0.05,0.15,893394.9,280.58435,40793.617,38350,
9,50,0.2,0.1,0.8769273,0.2,Fair,0.05,0.15,574728.2,88.6976,25572.295,21938,
10,65,0.2,0.1,0.93361056,0.2,Fair,0.05,0.15,1054434.4,255.08557,43977.676,38469,
11,46,0.2,0.1,0.9904536,0.2,Fair,0.05,0.15,1092919.8,281.64832,55994.953,31544,
12,52,0.2,0.1,0.9861425,0.2,Flat,0.05,0.15,963882.5,353.45172,59061.72,30802,
13,35,0.2,0.1,0.6283771,0.2,Flat,0.05,0.15,465252.0,127.62567,34302.156,15845,
14,51,0.2,0.1,0.67668897,0.2,Flat,0.05,0.15,973759.44,256.9614,40694.516,40852,
15,55,0.2,0.1,0.5917347,0.2,Fair,0.05,0.15,1546094.0,113.08174,94245.445,44734,
16,59,0.2,0.1,0.429761,0.2,Fair,0.05,0.15,1117312.6,60.076385,39324.914,40964,
17,66,0.2,0.1,0.75182724,0.2,Flat,0.05,0.15,786803.25,219.55194,30982.934,41906,
