Id,PopSize,VAT,Levy,Tariff,WealthTax,Allowance,Unemployment,Black,Gdp,StateMoney,PopTotalMoney,NbTransactions,ConnectedStates
0,51,0.2,0.1,0.3,0.2,Flat,0.05,0.15,868612.2,199.41217,54929.57,29346,
1,49,0.2,0.1,0.3,0.2,Fair,0.05,0.15,813401.2,1.3308697,31578.918,30622,
2,66,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1251164.8,252.26852,57817.695,46896,
3,55,0.2,0.1,0.3,0.2,Fair,0.05,0.15,1007408.5,2.2990541,39550.887,38915,
4,63,0.2,0.1,0.3,0.2,Flat,0.05,0.15,927579.25,114.626495,26125.451,41723,
5,47,0.2,0.1,0.3,0.2,Flat,0.05,0.15,766110.44,134.78601,31925.367,34739,
6,35,0.2,0.1,0.3,0.2,Flat,0.05,0.15,817970.6,226.19946,80411.53,25383,
7,46,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1057158.9,238.45703,64241.477,38380,
8,51,0.2,0.1,0.3,0.2,Fair,0.05,0.15,726082.0,1.9160635,42001.914,21023,
9,53,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1083452.6,287.01025,82891.35,34909,
10,51,0.2,0.1,0.3,0.2,Fair,0.05,0.15,1046094.75,2.100262,46819.867,36705,
11,50,0.2,0.1,0.3,0.2,Fair,0.05,0.15,1088185.2,2.354354,55330.902,32904,
12,49,0.2,0.1,0.3,0.2,Fair,0.05,0.15,672802.0,1.3420238,28218.477,30504,
13,44,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1053587.2,186.93027,46259.777,30982,
14,60,0.2,0.1,0.3,0.2,Fair,0.05,0.15,1205823.6,2.5381622,55077.266,47258,
15,42,0.2,0.1,0.3,0.2,Flat,0.05,0.15,682336.0,75.79648,12615.313,23452,
16,55,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1422814.9,389.44977,119617.234,52744,
17,45,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1112582.2,300.04016,93371.445,38062,
18,40,0.2,0.1,0.3,0.2,Fair,0.05,0.15,641306.4,20.20465,16010.018,26287,
19,45,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1111162.0,242.98877,65999.84,37572,
20,58,0.2,0.1,0.3,0.2,Fair,0.05,0.15,1244917.2,23.147003,41021.23,41972,
21,48,0.2,0.1,0.3,0.2,Fair,0.05,0.15,699384.25,46.48761,14979.527,28131,
22,48,0.2,0.1,0.3,0.2,Fair,0.05,0.15,845609.56,1.4412384,29004.834,24656,
23,45,0.2,0.1,0.3,0.2,Fair,0.05,0.15,918164.94,1.8828516,33839.676,33809,
24,52,0.2,0.1,0.3,0.2,Fair,0.05,0.15,1203109.9,2.3322744,62443.5,36246,
25,64,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1564118.0,353.96582,103240.62,47376,
26,56,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1317797.8,324.3628,106375.86,36886,
27,47,0.2,0.1,0.3,0.2,Fair,0.05,0.15,1073209.2,2.529458,51159.414,36232,
28,39,0.2,0.1,0.3,0.2,Fair,0.05,0.15,716708.56,1.342978,28172.895,25889,
29,52,0.2,0.1,0.3,0.2,Fair,0.05,0.15,1198444.0,20.18309,44496.875,46097,
30,48,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1164407.4,312.90173,106391.984,30116,
31,53,0.2,0.1,0.3,0.2,Flat,0.05,0.15,891083.44,169.49872,40655.934,37864,
32,49,0.2,0.1,0.3,0.2,Fair,0.05,0.15,976795.0,2.405034,60846.57,29382,
33,51,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1200333.4,240.29834,63461.89,40984,
34,82,0.2,0.1,0.3,0.2,Flat,0.05,0.15,1755633.4,456.3285,129490.08,61034,
35,53,0.2,0.1,0.3,0.2,Fair,0.05,0.15,1057323.6,1.9324536,34584.57,35336,
36,52,0.2,0.1,0.3,0.2,Fair,0.05,0.15,866843.75,1.7078781,40883.742,30249,
37,52,0.2,0.1,0.3,0.2,Flat,0.05,0.15,895182.5,237.5061,67664.945,29091,
38,46,0.2,0.1,0.3,0.2,Flat,0.05,0.15,557309.7,74.49808,13834.631,25954,
