Id,State,AgentInitMoney,AgentMoney,Talent,IsProducer,Purchases
0,98,1000.0,431.317,0.75728506,true,1083
1,135,1000.0,3187.9949,0.79775494,true,1417
2,147,1000.0,593.4277,0.3039245,true,364
3,112,1000.0,564.2533,0.6979433,true,1237
4,134,1000.0,561.89844,0.36479723,true,370
5,2,1000.0,418.94388,0.14372617,true,339
6,31,1000.0,3268.987,0.6107132,true,1353
7,123,1000.0,418.0455,0.33433074,true,315
8,101,1000.0,535.29285,0.07580757,true,326
9,2,1000.0,417.41806,0.52777964,true,559
10,119,1000.0,4315.4365,0.73953706,true,1324
11,113,1000.0,381.72363,0.22002864,true,291
12,96,1000.0,1284.9259,0.719409,true,1435
13,130,1000.0,434.38242,0.5071188,true,512
14,148,1000.0,321.37402,0.24659526,true,268
15,114,1000.0,534.68005,0.23657578,true,349
16,152,1000.0,504.9357,0.28505522,true,366
17,121,1000.0,320.00723,0.008388102,true,254
18,28,1000.0,487.62558,0.12452173,true,325
19,56,1000.0,628.0494,0.8212508,true,1302
20,36,1000.0,630.45844,0.5286791,true,788
21,192,1000.0,494.95126,0.17635971,true,351
22,34,1000.0,545.75665,0.0520885,true,333
23,153,1000.0,2714.939,0.74889493,true,1350
24,198,1000.0,462.16037,0.9528949,true,807
25,16,1000.0,506.19293,0.31643218,true,356
26,94,1000.0,370.31845,0.7230718,true,916
27,135,1000.0,540.73206,0.49387455,true,555
28,37,1000.0,670.26984,0.63394237,true,1347
29,136,1000.0,559.0058,0.96609557,true,609
30,103,1000.0,522.2602,0.85193694,true,548
31,98,1000.0,431.317,0.33233905,true,334
32,163,1000.0,3596.6504,0.61802655,true,1468
33,186,1000.0,488.03372,0.38052082,true,351
34,167,1000.0,569.98425,0.703998,true,1092
35,27,1000.0,560.9688,0.59493,true,860
36,71,1000.0,420.1687,0.8597115,true,341
37,134,1000.0,561.89844,0.96742827,true,615
38,71,1000.0,420.1687,0.24770969,true,318
39,106,1000.0,2338.4062,0.73009837,true,1377
40,11,1000.0,491.05826,0.9250235,true,497
41,68,1000.0,407.00464,0.4563927,true,369
42,157,1000.0,451.973,0.27674556,true,376
43,135,1000.0,533.9174,0.08818644,true,324
44,31,1000.0,496.91153,0.9319197,true,566
45,174,1000.0,465.0894,0.83774036,true,1231
46,188,1000.0,460.21466,0.09952122,true,329
47,52,1000.0,477.33142,0.5864291,true,768
48,131,1000.0,487.02567,0.45077896,true,402
49,82,1000.0,571.9357,0.35619462,true,353
50,52,1000.0,3171.091,0.643817,true,1441
51,185,1000.0,4359.2847,0.6650328,true,1378
52,176,1000.0,691.3944,0.33757073,true,471
53,99,1000.0,498.23596,0.09442657,true,330
54,156,1000.0,568.9664,0.07415724,true,356
55,30,1000.0,473.28775,0.19448674,true,340
56,30,1000.0,473.28775,0.7223587,true,1137
57,176,1000.0,691.3944,0.9316663,true,934
58,134,1000.0,561.89844,0.26960194,true,381
59,11,1000.0,491.05826,0.24426359,true,340
60,22,1000.0,7047.3486,0.6257948,true,1403
61,178,1000.0,588.46423,0.912532,true,1038
62,106,1000.0,2133.6956,0.75960743,true,1366
63,42,1000.0,586.4856,0.87306553,true,1269
64,128,1000.0,616.98004,0.9262604,true,706
65,2,1000.0,418.358,0.31123167,true,340
66,193,1000.0,589.72095,0.96561223,true,672
67,82,1000.0,571.5775,0.35077184,true,372
68,22,1000.0,8088.506,0.65031075,true,1428
69,135,1000.0,625.35266,0.926296,true,1040
70,19,1000.0,430.49,0.84600395,true,1070
71,165,1000.0,528.4877,0.4722445,true,1068
72,182,1000.0,365.1334,0.8090786,true,607
73,179,1000.0,482.25204,0.39099586,true,348
74,104,1000.0,500.08307,0.2921241,true,337
75,82,1000.0,591.1861,0.87314785,true,551
76,146,1000.0,618.32715,0.2532941,true,407
77,6,1000.0,572.8775,0.534603,true,483
78,169,1000.0,431.0077,0.87296647,true,1259
79,107,1000.0,612.00183,0.507939,true,714
80,195,1000.0,578.96826,0.26957625,true,374
81,192,1000.0,494.95126,0.07964891,true,339
