Id,State,AgentInitMoney,AgentMoney,Talent,IsProducer,Purchases
0,6,1000.0,392.32785,0.124388635,true,322
1,6,1000.0,395.85248,0.57230383,true,934
2,7,1000.0,486.6066,0.964594,true,601
3,5,1000.0,386.25723,0.35978526,true,304
4,6,1000.0,6698.74,0.68808305,true,1508
5,1,1000.0,523.6946,0.01686728,true,378
6,6,1000.0,636.9242,0.59030974,true,1175
7,8,1000.0,535.8152,0.8818149,true,758
8,8,1000.0,562.6198,0.842369,true,1197
9,0,1000.0,418.7042,0.038493097,true,311
10,0,1000.0,417.00363,0.05676949,false,304
11,3,1000.0,473.1982,0.46743143,true,383
12,5,1000.0,386.53268,0.54995096,true,1220
13,6,1000.0,598.84015,0.6047686,true,1420
14,1,1000.0,554.87573,0.9262095,true,1032
15,6,1000.0,432.3668,0.76430684,true,1063
16,9,1000.0,499.75903,0.93289095,true,876
17,8,1000.0,465.5035,0.15622914,true,332
18,0,1000.0,417.19193,0.018156946,true,281
19,1,1000.0,524.1531,0.17059791,true,391
20,6,1000.0,394.1807,0.6603241,false,288
21,5,1000.0,393.04562,0.18457943,true,313
22,2,1000.0,428.64218,0.33172184,true,314
23,9,1000.0,433.49484,0.39940417,true,328
24,2,1000.0,457.1461,0.91020966,true,994
25,8,1000.0,462.92136,0.11639595,true,301
26,5,1000.0,385.74747,0.45794004,true,483
27,1,1000.0,527.0194,0.4209726,true,464
28,0,1000.0,418.06635,0.54964876,true,474
29,7,1000.0,486.6066,0.459341,true,504
30,6,1000.0,3338.4148,0.7516988,true,1495
31,6,1000.0,400.06906,0.36467952,true,315
32,2,1000.0,427.3989,0.42830056,true,997
33,3,1000.0,474.81757,0.4179212,true,408
34,6,1000.0,447.12814,0.7827759,true,883
35,3,1000.0,474.77234,0.21282238,true,301
36,9,1000.0,464.392,0.9294276,true,715
37,0,1000.0,418.3328,0.43581975,true,996
38,8,1000.0,489.25308,0.8355242,true,853
39,7,1000.0,486.6066,0.36825126,true,335
