Id,State,AgentInitMoney,AgentMoney,Talent,IsProducer,Purchases
0,54,1000.0,631.336,0.19236946,true,542
1,27,1000.0,343.8205,0.19479853,true,399
2,37,1000.0,714.8439,0.897707,false,598
3,166,1000.0,473.45,0.16091031,true,483
4,158,1000.0,383.35236,0.0435068,true,415
5,81,1000.0,3035.0483,0.7192569,true,1995
6,8,1000.0,431.74054,0.018535495,false,434
7,19,1000.0,415.11176,0.31778127,true,491
8,24,1000.0,661.14197,0.8331095,true,1197
9,67,1000.0,382.47644,0.35094005,false,399
10,186,1000.0,342.55438,0.8390637,true,1379
11,12,1000.0,422.7341,0.4736002,true,1247
12,117,1000.0,359.49057,0.3409835,true,422
13,24,1000.0,615.36395,0.33276474,true,1192
14,186,1000.0,1237.2057,0.6510987,true,1986
15,127,1000.0,445.11713,0.44384128,true,617
16,43,1000.0,393.0552,0.6529324,true,1496
17,47,1000.0,596.5071,0.4039905,true,712
18,109,1000.0,502.46088,0.60774565,true,1622
19,146,1000.0,3631.0388,0.7571587,true,1980
20,8,1000.0,434.0338,0.7630112,true,967
21,61,1000.0,4023.489,0.60372156,true,1996
22,91,1000.0,574.01483,0.30359703,true,590
23,53,1000.0,406.86298,0.48223466,true,509
24,98,1000.0,345.33115,0.3240347,false,362
25,41,1000.0,463.1285,0.14160842,true,468
26,178,1000.0,553.0549,0.7941926,true,1802
27,133,1000.0,3894.4297,0.56909287,true,1969
28,193,1000.0,590.95776,0.94087136,true,1125
29,131,1000.0,610.0687,0.042781115,true,586
30,40,1000.0,452.04013,0.07428044,true,440
31,145,1000.0,490.87173,0.03690827,true,444
32,139,1000.0,5765.8506,0.65105444,true,2037
33,143,1000.0,586.87366,0.5240436,true,681
34,196,1000.0,297.29016,0.28441012,true,373
35,31,1000.0,459.94794,0.590345,true,1763
36,117,1000.0,359.19193,0.4872406,true,654
37,93,1000.0,383.67267,0.30836272,true,618
38,53,1000.0,405.30865,0.16539049,true,416
39,23,1000.0,382.3459,0.49645323,true,826
40,79,1000.0,449.4876,0.26604855,true,494
41,76,1000.0,601.59534,0.33468068,true,573
42,184,1000.0,410.5662,0.53014165,true,1670
43,46,1000.0,538.02124,0.80415624,true,1001
44,0,1000.0,581.05194,0.997808,true,545
45,169,1000.0,494.6351,0.5700848,true,1927
46,197,1000.0,704.3281,0.7724735,true,1582
47,155,1000.0,526.21747,0.23835933,true,549
48,109,1000.0,508.80865,0.5617504,true,1321
49,60,1000.0,553.5016,0.8813633,true,1427
50,66,1000.0,481.18408,0.682322,true,1732
51,165,1000.0,436.36038,0.3507113,true,526
