Id,State,AgentInitMoney,AgentMoney,Talent,IsProducer,Purchases
0,125,1000.0,894.84534,0.24838948,true,483
1,84,1000.0,15939.654,0.6293516,true,1491
2,462,1000.0,403.56854,0.37752318,true,402
3,76,1000.0,566.7752,0.96861744,true,663
4,27,1000.0,310.67273,0.3834045,true,371
5,258,1000.0,1513.6403,0.6230733,true,1488
6,217,1000.0,1215.0659,0.58279383,true,1381
7,32,1000.0,354.54675,0.8336779,true,1216
8,241,1000.0,358.38718,0.39225298,true,384
9,43,1000.0,825.95074,0.8636236,true,1280
10,304,1000.0,373.47894,0.17675507,true,357
11,466,1000.0,578.5865,0.9379834,true,524
12,125,1000.0,894.84534,0.61524516,true,1512
13,433,1000.0,300.55182,0.9370779,true,276
14,296,1000.0,405.35992,0.10674012,false,356
15,148,1000.0,419.13974,0.45553178,true,745
16,336,1000.0,260.4351,0.70637864,false,304
17,283,1000.0,532.4716,0.007934034,true,328
18,289,1000.0,230.85164,0.7029021,false,293
19,33,1000.0,335.56116,0.48721087,true,438
20,493,1000.0,380.43353,0.22736758,true,339
21,112,1000.0,259.10883,0.46326733,true,474
22,182,1000.0,638.04614,0.21746385,true,388
23,133,1000.0,601.0476,0.5471468,true,670
24,394,1000.0,512.0666,0.6526221,true,1303
25,313,1000.0,598.4415,0.8399049,true,1016
26,131,1000.0,667.9384,0.22218394,true,437
27,348,1000.0,763.24396,0.43558776,true,493
28,250,1000.0,698.773,0.49220818,true,597
29,10,1000.0,446.3889,0.054151654,true,350
30,125,1000.0,894.84534,0.19606912,true,489
31,214,1000.0,383.87653,0.14285463,true,342
32,47,1000.0,430.18054,0.48982006,true,809
33,345,1000.0,426.60187,0.20359832,true,359
34,493,1000.0,384.4303,0.885364,true,519
35,269,1000.0,365.16058,0.67888993,true,296
36,241,1000.0,357.80447,0.10279602,true,341
37,400,1000.0,613.19916,0.46054405,true,427
38,47,1000.0,432.7591,0.26785058,true,380
39,304,1000.0,380.26047,0.97293574,true,693
40,143,1000.0,229.98746,0.72120863,true,928
41,218,1000.0,1147.5718,0.8265632,true,1437
42,360,1000.0,343.71713,0.2034877,true,312
43,241,1000.0,359.29343,0.2378732,true,355
44,396,1000.0,300.91968,0.33306146,true,347
45,438,1000.0,266.97366,0.76774883,true,1020
46,238,1000.0,502.1986,0.103422165,true,370
47,67,1000.0,330.32657,0.44375247,true,664
48,150,1000.0,689.29895,0.5926225,true,1458
49,5,1000.0,613.60803,1.6379356E-4,true,379
50,390,1000.0,1019.6525,0.19940251,true,531
51,452,1000.0,380.69315,0.79504746,true,307
52,461,1000.0,463.60852,0.4989264,true,678
53,175,1000.0,519.3706,0.9450303,true,842
54,188,1000.0,624.4652,0.24562746,true,425
55,450,1000.0,302.18814,0.35616344,false,308
56,221,1000.0,647.56244,0.1414761,true,420
57,322,1000.0,332.114,0.6231895,true,1177
58,252,1000.0,480.8322,0.7350589,true,1400
59,277,1000.0,416.96576,0.21973139,true,353
60,194,1000.0,694.5128,0.22017562,true,439
61,452,1000.0,375.7578,0.008362889,true,295
62,368,1000.0,423.0223,0.9622318,true,757
63,266,1000.0,502.4723,0.86221886,true,799
64,55,1000.0,433.7681,0.29652506,true,371
65,320,1000.0,375.15366,0.108745456,true,330
66,295,1000.0,473.74008,0.51459247,true,869
67,185,1000.0,6168.352,0.5813887,true,1521
68,9,1000.0,569.4969,0.98310906,true,652
69,417,1000.0,254.41702,0.296463,true,476
70,255,1000.0,274.1232,0.02439475,true,298
71,311,1000.0,454.87115,0.16013771,true,351
72,424,1000.0,458.2885,0.52840984,true,548
73,388,1000.0,919.48157,0.65442467,true,1523
74,46,1000.0,252.76984,0.26318777,true,296
75,479,1000.0,597.2146,0.15124547,true,407
76,69,1000.0,496.15552,0.50397617,true,657
77,185,1000.0,557.8617,0.36010134,true,396
78,459,1000.0,715.63544,0.9109244,true,955
79,364,1000.0,369.2056,0.42756546,true,387
80,236,1000.0,401.4654,0.5509799,true,1049
81,418,1000.0,319.30557,0.3757617,true,320
82,405,1000.0,421.04407,0.58172286,true,815
83,412,1000.0,430.11023,0.89218897,true,751
84,450,1000.0,303.65308,0.3931905,true,336
85,369,1000.0,439.38272,0.9646972,true,564
86,242,1000.0,671.49866,0.93831265,true,1075
87,174,1000.0,658.49506,0.49311364,true,663
88,463,1000.0,445.34427,0.57339966,true,1080
