Id,State,AgentInitMoney,AgentMoney,Talent,IsProducer,Purchases
0,4,1000.0,37.1142,0.9300061,true,168
1,9,1000.0,0.21275282,0.33322978,true,66
2,1,1000.0,0.1351574,0.18779743,true,53
3,3,1000.0,4237.386,0.64957577,true,491
4,0,1000.0,0.07749942,0.19694209,true,59
5,6,1000.0,0.100794375,0.10473579,true,56
6,1,1000.0,0.06917317,0.6067185,true,169
7,1,1000.0,0.08081961,0.20798802,true,49
8,1,1000.0,0.07340029,0.024077773,true,69
9,7,1000.0,23.865597,0.8636272,true,250
10,9,1000.0,2262.78,0.56875193,true,457
11,9,1000.0,2401.221,0.67943406,true,510
12,3,1000.0,6.54757E-4,0.108858705,true,27
13,8,1000.0,0.07540965,0.28475803,true,62
14,3,1000.0,0.14175726,0.22220016,true,25
15,2,1000.0,6906.844,0.60624313,true,497
16,7,1000.0,0.1159161,0.054428637,true,39
17,4,1000.0,15.994321,0.9408263,true,303
18,2,1000.0,0.0115840435,0.15247834,true,19
19,4,1000.0,0.048172593,0.8384899,true,301
20,3,1000.0,0.029379368,0.040140152,true,45
21,6,1000.0,0.06162581,0.261352,true,74
22,4,1000.0,2834.588,0.7723818,true,506
23,6,1000.0,0.029739916,0.22102946,true,185
24,8,1000.0,21.400017,0.95599276,true,281
25,4,1000.0,0.09245229,0.11280912,true,106
26,0,1000.0,20.90783,0.7563599,true,138
27,8,1000.0,0.061360672,0.26301646,true,244
28,0,1000.0,0.036470056,0.22365618,true,124
29,2,1000.0,17360.262,0.78506976,true,496
30,2,1000.0,26.66733,0.8664521,true,283
31,8,1000.0,0.15345597,0.7000624,true,310
32,6,1000.0,13.574807,0.776734,true,185
33,9,1000.0,0.18219304,0.41931438,true,369
34,1,1000.0,0.004956007,0.7675434,true,171
35,0,1000.0,0.07210185,0.10918856,true,29
36,8,1000.0,57.25911,0.9229241,true,429
37,8,1000.0,0.07566436,0.16256642,true,38
38,7,1000.0,67.17597,0.6795943,true,297
39,7,1000.0,8.684853,0.98673105,true,172
40,0,1000.0,0.029135019,0.06073302,true,93
41,6,1000.0,0.14978129,0.5840065,true,271
42,1,1000.0,0.471447,0.96450263,true,293
43,1,1000.0,62.144123,0.94935316,true,348
44,6,1000.0,0.136915,0.47339892,true,243
45,3,1000.0,0.14629841,0.13822234,true,70
46,6,1000.0,1.2368523,0.99525285,true,38
47,9,1000.0,38.379612,0.96832216,true,295
48,0,1000.0,0.016521372,0.6726809,true,198
49,1,1000.0,0.50896907,0.7105514,true,288
50,2,1000.0,21.605133,0.9050088,true,228
51,5,1000.0,0.0048764125,0.7972066,false,22
52,7,1000.0,0.14421391,0.015170038,true,126
53,6,1000.0,0.02770016,0.5296718,false,26
54,4,1000.0,0.029962022,0.06380695,true,133
55,2,1000.0,0.0018103942,0.0031499267,true,71
56,1,1000.0,2.7792997,0.5637786,true,473
57,6,1000.0,7.0522842,0.9825979,true,199
58,7,1000.0,0.015678555,0.3805061,true,90
59,6,1000.0,0.0071960874,0.26187754,true,126
60,3,1000.0,0.35151997,0.4170639,true,102
61,1,1000.0,0.024930567,0.11723757,true,46
62,8,1000.0,0.5918827,0.7776493,true,159
63,2,1000.0,8630.121,0.8265925,true,487
64,8,1000.0,0.6699481,0.9790428,true,48
