Tick,WorldNbTransactions,WorldStatesMoney,WorldAgentsMoney,WorldGdp
100,837440,184760.62,2.4815204E7,3.7881536E7
200,1565660,126438.234,2.4873384E7,6.476726E7
300,2249655,105843.04,2.4893904E7,8.7766336E7
400,2898150,92497.05,2.4907382E7,1.08251336E8
500,3526652,84681.07,2.4915236E7,1.2725784E8
600,4139566,78893.125,2.4921204E7,1.4518968E8
700,4740075,74381.84,2.4925444E7,1.62339808E8
800,5330964,71602.08,2.4928354E7,1.78888528E8
900,5913968,68759.055,2.493117E7,1.94931312E8
1000,6490520,66953.664,2.493297E7,2.105476E8
1100,7061082,65468.75,2.4934372E7,2.25831744E8
1200,7626270,64074.625,2.4935968E7,2.40830256E8
1300,8187670,62844.78,2.4937306E7,2.55575264E8
1400,8746211,62089.65,2.4937858E7,2.70140608E8
1500,9300899,61291.715,2.493853E7,2.84521216E8
1600,9852330,60428.176,2.4939756E7,2.98733856E8
1700,10399852,59639.965,2.494048E7,3.12772192E8
1800,10946580,59192.902,2.49408E7,3.26681376E8
1900,11490339,58600.707,2.4941268E7,3.40468736E8
2000,12032409,58198.45,2.4941834E7,3.54149632E8
2100,12572225,57710.285,2.4942172E7,3.67716096E8
2200,13110508,57388.965,2.4942592E7,3.8118144E8
2300,13647553,57255.22,2.4942774E7,3.94590528E8
2400,14182975,56896.5,2.4943078E7,4.07908064E8
2500,14717113,56595.625,2.494344E7,4.2117104E8
2600,15249750,56359.68,2.4943594E7,4.34352224E8
2700,15782962,56087.355,2.4943692E7,4.47486624E8
2800,16314760,55791.684,2.4944344E7,4.6056512E8
2900,16845013,55698.062,2.4944106E7,4.73597984E8
3000,17375402,55776.824,2.4944122E7,4.86622624E8
