Tick,WorldNbTransactions,WorldStatesMoney,WorldAgentsMoney,WorldGdp
100,29488,4290.59,995714.5,1400793.8
200,55794,3939.723,996070.4,2461876.5
300,80310,3787.4727,996219.75,3359047.0
400,103855,3750.4766,996253.4,4189131.5
500,126967,3691.9033,996311.0,4956503.5
600,149875,3670.7324,996328.6,5698486.0
700,172024,3662.766,996339.06,6416689.0
800,193913,3618.8184,996380.56,7106068.5
900,215550,3639.0474,996360.8,7788635.5
1000,237028,3636.899,996360.4,8458098.0
1100,258270,3594.537,996405.44,9105490.0
1200,279727,3567.9468,996424.9,9746631.0
1300,301199,3617.1016,996377.3,1.0401114E7
1400,322381,3575.4746,996420.1,1.1041066E7
1500,343474,3574.1504,996417.5,1.1680555E7
1600,364528,3584.274,996408.06,1.2318637E7
1700,385682,3584.563,996407.94,1.2954828E7
1800,406888,3564.6514,996428.2,1.3581803E7
1900,428015,3571.79,996415.75,1.421348E7
2000,449175,3570.1797,996413.0,1.4843218E7
2100,470332,3578.873,996406.75,1.5472496E7
2200,491555,3582.1323,996400.1,1.6108491E7
2300,512702,3586.5298,996398.56,1.6749143E7
2400,533811,3595.2642,996391.4,1.738482E7
2500,554963,3594.6758,996391.7,1.8016772E7
2600,576012,3581.4067,996399.9,1.8648034E7
2700,597097,3591.6558,996390.2,1.9281128E7
2800,618202,3588.274,996388.44,1.9916008E7
2900,639260,3569.3984,996403.5,2.054639E7
3000,660466,3582.8955,996386.25,2.1181728E7
3100,681535,3574.5312,996393.25,2.1812192E7
3200,702524,3578.415,996383.75,2.2437348E7
3300,723743,3595.4307,996365.56,2.3071602E7
3400,744928,3567.4585,996392.1,2.370274E7
3500,765941,3584.3052,996371.9,2.4333266E7
3600,786943,3584.88,996366.06,2.4963876E7
3700,808096,3573.7676,996371.94,2.5596254E7
3800,829076,3577.7007,996367.1,2.6226722E7
3900,850165,3580.3218,996364.7,2.685808E7
4000,871302,3589.7817,996350.0,2.7492974E7
4100,892297,3576.0137,996365.9,2.8124314E7
4200,913281,3592.561,996346.25,2.875897E7
4300,934502,3592.4917,996346.5,2.9389204E7
4400,955400,3588.0698,996351.0,3.0018866E7
4500,976387,3602.8794,996337.44,3.0655304E7
4600,997448,3582.8877,996352.94,3.1290882E7
4700,1018428,3566.713,996365.9,3.1922884E7
4800,1039573,3569.688,996363.5,3.2558002E7
4900,1060693,3581.9985,996354.0,3.3197944E7
5000,1081831,3558.562,996372.2,3.3828864E7
5100,1102971,3564.8184,996366.1,3.4453996E7
5200,1124217,3567.1875,996362.8,3.5085632E7
5300,1145050,3553.54,996378.1,3.5706248E7
5400,1166082,3558.4375,996370.94,3.632798E7
5500,1187061,3589.6548,996342.1,3.6954432E7
5600,1208260,3584.8452,996346.4,3.7580936E7
5700,1229342,3591.5923,996340.06,3.8214164E7
5800,1250564,3601.4824,996333.5,3.884984E7
5900,1271508,3612.5527,996325.4,3.948558E7
6000,1292640,3588.5986,996345.25,4.011488E7
6100,1313536,3590.918,996340.94,4.0739276E7
6200,1334733,3603.0137,996331.75,4.1373024E7
6300,1355754,3594.7827,996338.56,4.200612E7
6400,1377072,3603.5938,996328.5,4.2642132E7
6500,1398055,3606.4507,996327.25,4.3275168E7
6600,1419085,3608.3306,996319.9,4.3906952E7
6700,1440336,3592.6982,996332.7,4.4535976E7
6800,1461581,3589.8506,996333.25,4.5168472E7
6900,1482640,3580.8706,996337.7,4.5802908E7
7000,1503599,3563.5488,996349.06,4.6428188E7
7100,1524673,3556.2266,996352.25,4.7055432E7
7200,1545826,3560.211,996345.56,4.7681552E7
7300,1566908,3572.9062,996329.7,4.83164E7
7400,1587938,3545.6284,996353.8,4.8946872E7
7500,1608993,3544.9697,996355.06,4.9571828E7
7600,1629977,3544.022,996355.25,5.019818E7
7700,1650862,3519.4238,996375.1,5.0816504E7
7800,1671702,3520.2676,996368.6,5.1435848E7
7900,1692470,3508.8184,996378.6,5.2047736E7
8000,1713369,3512.4512,996372.44,5.2665764E7
8100,1734181,3511.8965,996369.6,5.3279052E7
8200,1754983,3498.646,996382.75,5.389252E7
8300,1775951,3529.3252,996352.1,5.4513996E7
8400,1797184,3533.3672,996347.9,5.5146284E7
8500,1818154,3510.8774,996368.9,5.5765416E7
8600,1839226,3521.671,996359.25,5.6386444E7
8700,1860213,3528.3262,996353.2,5.7012524E7
8800,1881388,3558.8447,996323.7,5.7651516E7
8900,1902409,3532.8047,996345.25,5.828048E7
9000,1923551,3525.0068,996353.5,5.8912676E7
9100,1944568,3502.5728,996373.3,5.9537224E7
9200,1965778,3516.9478,996355.94,6.01628E7
9300,1986712,3493.1377,996374.75,6.0779692E7
9400,2007416,3507.561,996363.3,6.139676E7
9500,2028557,3510.5146,996362.5,6.2022636E7
9600,2049508,3489.879,996378.25,6.2637816E7
9700,2070289,3482.188,996383.06,6.3246632E7
9800,2091270,3520.7612,996341.0,6.3872516E7
9900,2112259,3511.7124,996347.0,6.4492696E7
10000,2133429,3534.4014,996322.5,6.5121156E7
