Tick,WorldNbTransactions,WorldStatesMoney,WorldAgentsMoney,WorldGdp
100,960174,107857.26,2.4892164E7,2.3424048E7
200,1786843,71560.71,2.4928414E7,3.9760144E7
300,2559529,60310.43,2.4939832E7,5.3611724E7
400,3291795,54638.0,2.494541E7,6.5924576E7
500,3996164,51402.61,2.4948612E7,7.7128144E7
600,4680514,49366.797,2.495067E7,8.7563336E7
700,5349104,48079.793,2.4951934E7,9.7495192E7
800,6004800,47183.67,2.4952884E7,1.07054512E8
900,6650200,46393.523,2.495354E7,1.16261144E8
1000,7287056,46069.965,2.4953914E7,1.25197672E8
1100,7916467,45483.645,2.4954574E7,1.33903952E8
1200,8540078,45121.844,2.4954936E7,1.42388928E8
1300,9158504,44732.66,2.495534E7,1.50763168E8
1400,9772323,44296.01,2.495586E7,1.58989152E8
1500,10382418,43869.18,2.4956144E7,1.67079472E8
1600,10987516,43607.137,2.4956524E7,1.75065904E8
1700,11588888,43250.484,2.495673E7,1.82903824E8
1800,12187810,42943.234,2.4957068E7,1.90670416E8
1900,12784736,42742.867,2.4957252E7,1.98386784E8
2000,13378745,42553.67,2.495739E7,2.0602248E8
2100,13970686,42442.234,2.4957478E7,2.13627392E8
2200,14561830,42281.137,2.4957648E7,2.21187904E8
2300,15151326,42089.676,2.4957974E7,2.28686288E8
2400,15739155,41908.254,2.4958148E7,2.36125024E8
2500,16324269,41856.902,2.4958116E7,2.43522992E8
2600,16909102,41636.984,2.4958292E7,2.50869344E8
2700,17491977,41497.05,2.4958488E7,2.58190576E8
2800,18072224,41355.164,2.4958702E7,2.65483136E8
2900,18652435,41292.26,2.495874E7,2.72733952E8
3000,19231872,41100.32,2.4958908E7,2.79947232E8
