Tick,WorldNbTransactions,WorldStatesMoney,WorldAgentsMoney,WorldGdp
100,968212,246848.6,2.9753142E7,4.9687864E7
200,1826712,181325.55,2.9818564E7,8.6027312E7
300,2629992,156716.44,2.9842816E7,1.17472E8
400,3398779,142838.0,2.985665E7,1.46029264E8
500,4145506,134609.88,2.9865238E7,1.72808352E8
600,4875782,128619.84,2.9871442E7,1.98274688E8
700,5592772,123488.3,2.9876342E7,2.22767792E8
800,6299177,119841.74,2.9880668E7,2.46519616E8
900,6996939,116638.09,2.9883622E7,2.69622656E8
1000,7687363,114139.92,2.9885438E7,2.9217328E8
1100,8373318,112686.6,2.9886848E7,3.14389824E8
1200,9053871,110722.23,2.9889714E7,3.36280256E8
1300,9730514,108979.54,2.9891052E7,3.57878816E8
1400,10404089,107427.414,2.9892598E7,3.79230976E8
1500,11074195,106617.23,2.9893146E7,4.00410016E8
1600,11740654,104523.64,2.9895274E7,4.21319552E8
1700,12404926,103685.25,2.9896324E7,4.42075424E8
1800,13067535,103168.44,2.9896822E7,4.62717376E8
1900,13730160,102529.64,2.9897366E7,4.83279744E8
2000,14391120,101699.41,2.989819E7,5.03747744E8
2100,15048952,101264.64,2.9898448E7,5.24103392E8
2200,15707268,100737.8,2.9898892E7,5.4439539E8
2300,16363464,99987.78,2.9899914E7,5.6458304E8
2400,17018950,100123.03,2.9899898E7,5.8473216E8
2500,17673452,99467.19,2.9900264E7,6.0480326E8
2600,18327547,99597.984,2.99002E7,6.2485344E8
2700,18980162,99074.25,2.9901226E7,6.4485158E8
2800,19632543,98783.28,2.9901646E7,6.6478163E8
2900,20283385,98555.99,2.9901398E7,6.8464768E8
3000,20934180,98376.805,2.9901326E7,7.0449158E8
3100,21584765,98362.336,2.9901368E7,7.2433184E8
3200,22235340,97945.055,2.990235E7,7.441145E8
3300,22885731,97884.7,2.9902376E7,7.6387987E8
3400,23534998,97503.19,2.9902862E7,7.8360147E8
3500,24184186,97396.74,2.9902396E7,8.0327674E8
3600,24833359,97400.76,2.9902548E7,8.2296563E8
3700,25481271,97018.44,2.9903282E7,8.4259315E8
3800,26128910,96867.734,2.9902866E7,8.6221562E8
3900,26777548,96980.77,2.990304E7,8.8184115E8
4000,27424225,96675.32,2.9903214E7,9.0143718E8
