Tick,WorldNbTransactions,WorldStatesMoney,WorldAgentsMoney,WorldGdp
100,1137157,260779.27,2.9739062E7,5.2760228E7
200,2280853,255905.66,2.97443E7,1.0416068E8
300,3422647,253653.08,2.974641E7,1.55153936E8
400,4560088,251847.36,2.9748394E7,2.0581192E8
500,5697307,251076.94,2.9748564E7,2.5632712E8
600,6834071,250630.81,2.974923E7,3.06751168E8
700,7970605,250617.7,2.974871E7,3.57220832E8
800,9104219,249303.81,2.9750322E7,4.0747072E8
900,10239431,249382.47,2.9750612E7,4.57749856E8
1000,11373342,249321.67,2.9750274E7,5.0805184E8
1100,12509207,249677.66,2.9749826E7,5.5832045E8
1200,13642047,248711.19,2.975181E7,6.0846509E8
1300,14776557,248684.86,2.9751366E7,6.5863315E8
1400,15910979,248712.31,2.9750758E7,7.0877811E8
1500,17043405,248157.75,2.9751978E7,7.5887706E8
1600,18173387,247381.83,2.9752082E7,8.0884947E8
1700,19305651,247872.7,2.9751914E7,8.5890733E8
1800,20438402,248426.02,2.9751192E7,9.0904448E8
1900,21572551,248268.14,2.9751888E7,9.5916538E8
2000,22703986,248175.03,2.9750976E7,1.0092288E9
2100,23836098,248177.7,2.9751462E7,1.05931078E9
2200,24969602,248220.84,2.975078E7,1.1093952E9
2300,26103011,247993.9,2.975168E7,1.15945562E9
2400,27237330,248465.22,2.9751084E7,1.2095447E9
2500,28370002,248357.08,2.975079E7,1.25965363E9
2600,29502955,247627.2,2.9751586E7,1.30965376E9
2700,30635225,247574.84,2.9751566E7,1.35967066E9
2800,31767497,247500.8,2.9752254E7,1.40969101E9
2900,32898687,247484.0,2.9752396E7,1.45970163E9
3000,34031043,246694.2,2.9753094E7,1.50961933E9
3100,35163710,247324.1,2.9751754E7,1.55962022E9
3200,36297253,247555.25,2.975216E7,1.60965952E9
3300,37429651,247581.12,2.9751302E7,1.65970304E9
3400,38562814,247776.72,2.9751002E7,1.70975066E9
3500,39694219,247332.36,2.9751888E7,1.7596791E9
3600,40826673,248058.4,2.975112E7,1.8097632E9
3700,41958488,247559.02,2.9751884E7,1.85978445E9
3800,43089522,247387.97,2.9751816E7,1.90974106E9
3900,44221153,247611.27,2.9751062E7,1.95975322E9
4000,45354237,248458.03,2.9750758E7,2.00987648E9
