Tick,WorldNbTransactions,WorldStatesMoney,WorldAgentsMoney,WorldGdp
100,76101,0.0,2000000.0,4734892.0
200,134028,0.0,2000000.4,7377626.0
300,182210,0.0,1999999.4,9240334.0
400,224651,0.0,1999999.9,1.0701846E7
500,262554,0.0,1999998.0,1.1881517E7
600,297564,0.0,1999997.9,1.2890032E7
700,330545,0.0,1999998.1,1.3785676E7
800,361691,0.0,1999998.2,1.4596972E7
900,390666,0.0,1999997.8,1.5302671E7
1000,417564,0.0,1999996.8,1.5919923E7
1100,443371,0.0,1999998.9,1.6493704E7
1200,467983,0.0,1999997.9,1.7017132E7
1300,491624,0.0,1999998.9,1.750547E7
1400,514541,0.0,1999997.6,1.7972922E7
1500,536656,0.0,1999997.0,1.8406796E7
1600,558296,0.0,1999997.6,1.882544E7
1700,578858,0.0,1999999.1,1.920394E7
1800,598696,0.0,1999997.5,1.9561728E7
1900,618117,0.0,1999996.8,1.9903644E7
2000,637035,0.0,1999996.9,2.0233976E7
2100,655336,0.0,1999997.0,2.0546212E7
2200,673459,0.0,1999996.6,2.0851326E7
2300,691077,0.0,1999996.5,2.1140214E7
2400,707976,0.0,1999995.8,2.1408994E7
2500,724582,0.0,1999996.1,2.166467E7
2600,740897,0.0,1999995.9,2.1914634E7
2700,757023,0.0,1999995.6,2.2156316E7
2800,772788,0.0,1999995.8,2.239028E7
2900,788109,0.0,1999994.2,2.2609326E7
3000,802989,0.0,1999994.1,2.2820766E7
