Tick,WorldNbTransactions,WorldStatesMoney,WorldAgentsMoney,WorldGdp
100,850500,185529.25,2.4814546E7,3.818674E7
200,1592835,129093.9,2.4871036E7,6.5912464E7
300,2288221,106638.57,2.489331E7,8.9735024E7
400,2948527,92898.39,2.4907358E7,1.11061464E8
500,3587514,85118.1,2.4914816E7,1.3092932E8
600,4210504,79550.28,2.4920396E7,1.4975984E8
700,4820346,75401.4,2.4924514E7,1.67749936E8
800,5420823,72062.94,2.4928158E7,1.85077856E8
900,6012342,69975.2,2.493005E7,2.0194184E8
1000,6596879,67717.445,2.4932238E7,2.18372496E8
1100,7176672,66260.36,2.4933726E7,2.34467568E8
1200,7751592,64785.9,2.4935296E7,2.50275776E8
1300,8319913,63643.844,2.4936418E7,2.65790016E8
1400,8884834,62650.42,2.4937218E7,2.81073888E8
1500,9446048,61838.344,2.49382E7,2.96180032E8
1600,10004857,61150.258,2.4938656E7,3.11126016E8
1700,10560826,60402.574,2.4939424E7,3.25910496E8
1800,11114646,59799.32,2.4940114E7,3.4057088E8
1900,11665764,58898.906,2.494101E7,3.55089024E8
2000,12216258,58622.844,2.4941378E7,3.69499712E8
2100,12763322,58298.918,2.4941728E7,3.83798656E8
2200,13310104,57452.938,2.4942486E7,3.97989504E8
2300,13855117,57142.67,2.494305E7,4.12115328E8
2400,14398474,56818.89,2.4943318E7,4.26158112E8
2500,14938765,56495.098,2.494337E7,4.40110304E8
2600,15477370,56105.02,2.4944036E7,4.53937184E8
2700,16015400,55772.492,2.4944244E7,4.6769952E8
2800,16551029,55485.88,2.4944448E7,4.81370752E8
2900,17087430,55245.93,2.4944678E7,4.95027648E8
3000,17621808,55297.18,2.4944698E7,5.08605696E8
