Tick,WorldNbTransactions,WorldStatesMoney,WorldAgentsMoney,WorldGdp
100,29076,4634.215,995375.94,1594558.9
200,54700,4196.51,995816.8,2799608.2
300,78622,4013.3223,995999.6,3828178.8
400,101198,3885.176,996126.2,4742190.5
500,123005,3781.1191,996231.44,5587200.5
600,144404,3765.7732,996246.06,6409127.5
700,165386,3711.0142,996300.1,7182899.5
800,185951,3691.3843,996324.56,7938861.0
900,206687,3681.625,996336.56,8681885.0
1000,227172,3685.4644,996334.75,9422920.0
