Id,Type,ProductionPrice,SellingPrice,Stock,Sales
0,5,0.0,55.37995,438,14
1,14,0.0,3.5995939,1,496
2,30,0.0,24.184313,468,33
3,10,0.0,5.589264,0,498
4,7,0.0,117.35865,0,0
5,16,0.0,27.318819,0,0
6,34,0.0,128.77408,414,71
7,21,0.0,23.58281,0,0
8,33,0.0,68.28926,8,518
9,38,0.0,12.3724,0,488
10,2,0.0,158.05888,4,477
11,2,0.0,228.02821,412,98
12,43,0.0,181.62445,355,143
13,24,0.0,183.28229,395,72
14,39,0.0,69.665565,36,470
15,48,0.0,23.105055,27,456
16,49,0.0,72.274765,0,0
17,18,0.0,185.88837,205,283
18,35,0.0,16.41404,0,0
19,47,0.0,23.3359,0,0
20,15,0.0,77.652336,31,458
21,3,0.0,15.979389,0,0
22,36,0.0,69.04455,415,97
23,36,0.0,51.418777,182,309
24,4,0.0,3.5113094,0,497
25,40,0.0,48.167427,0,0
26,12,0.0,1.0245699,0,470
27,37,0.0,75.35994,18,481
28,31,0.0,62.151367,41,445
29,25,0.0,177.63753,475,14
30,0,0.0,4.437212,0,471
31,47,0.0,17.107702,0,503
32,47,0.0,28.952906,378,122
33,30,0.0,18.285069,374,118
34,20,0.0,209.6677,84,425
35,38,0.0,72.69693,427,54
36,12,0.0,163.99745,477,34
37,0,0.0,12.151043,13,477
38,14,0.0,5.3159757,1,459
39,15,0.0,92.04562,0,0
40,9,0.0,9.913356,0,508
41,42,0.0,44.47407,69,417
42,38,0.0,77.94322,453,43
43,19,0.0,99.02295,0,0
44,36,0.0,5.810016,0,502
45,30,0.0,0.39971524,0,0
46,20,0.0,252.18933,462,26
47,42,0.0,87.53706,0,0
48,7,0.0,14.430226,0,0
49,24,0.0,247.89192,0,0
50,3,0.0,7.117755,1,491
51,30,0.0,6.184054,0,0
52,14,0.0,22.151613,0,0
53,23,0.0,59.95117,331,160
54,3,0.0,74.66147,0,0
55,30,0.0,7.4344306,0,0
56,6,0.0,4.8132267,0,532
57,32,0.0,3.242141,0,0
58,28,0.0,71.17409,0,498
59,28,0.0,163.26117,502,24
60,30,0.0,7.8539968,0,470
61,39,0.0,163.4931,472,31
62,7,0.0,135.25183,271,207
63,35,0.0,21.87985,82,441
64,41,0.0,9.94635,0,488
65,28,0.0,95.72938,293,185
66,12,0.0,108.38657,376,110
67,37,0.0,85.26934,0,0
68,17,0.0,32.6406,0,480
69,8,0.0,149.9039,0,0
70,36,0.0,33.789433,0,503
71,8,0.0,98.77011,37,452
72,2,0.0,183.49487,47,472
73,22,0.0,81.665245,0,0
74,39,0.0,210.42906,486,2
75,9,0.0,20.499176,2,515
76,42,0.0,60.812187,402,79
77,40,0.0,121.34545,35,470
78,11,0.0,82.210014,9,501
79,25,0.0,291.15408,0,0
80,25,0.0,128.05562,353,157
81,44,0.0,116.46612,441,42
82,18,0.0,6.96013,0,0
83,43,0.0,59.71966,0,0
84,32,0.0,63.783913,0,0
85,37,0.0,268.03876,0,0
86,1,0.0,185.65132,0,0
87,41,0.0,6.145202,0,500
88,7,0.0,191.77821,0,0
89,17,0.0,100.94908,390,98
90,21,0.0,86.93507,0,0
91,17,0.0,0.25553718,0,0
92,3,0.0,85.56491,101,385
93,10,0.0,19.609713,1,516
94,31,0.0,63.999443,0,0
95,38,0.0,33.080788,10,485
96,22,0.0,76.17692,481,23
97,11,0.0,221.40215,480,19
98,13,0.0,25.202232,0,519
99,10,0.0,5.7518725,0,505
100,37,0.0,192.12198,465,40
101,48,0.0,3.341121,0,518
102,14,0.0,13.349167,324,196
103,45,0.0,125.20647,0,0
104,36,0.0,18.227854,0,492
105,41,0.0,28.873686,13,480
106,16,0.0,24.952784,0,518
107,33,0.0,182.91963,492,12
108,10,0.0,32.48946,177,320
109,31,0.0,52.54403,14,499
110,39,0.0,211.55531,502,0
