Id,Type,ProductionPrice,SellingPrice,Stock,Sales
0,47,0.0,41.663956,0,4996
1,15,0.0,98.70428,0,0
2,22,0.0,113.012634,2000,445
3,33,0.0,7.0691185,0,0
4,5,0.0,12.610018,0,0
5,40,0.0,38.59833,0,0
6,7,0.0,8.7023325,0,0
7,23,0.0,265.5918,0,0
8,4,0.0,4.625425,0,5058
9,0,0.0,9.8019905,0,5006
10,41,0.0,173.07512,0,0
11,38,0.0,0.70686084,0,4966
12,39,0.0,15.523504,0,4998
13,40,0.0,67.197075,2000,2767
14,36,0.0,115.35074,2000,24
15,40,0.0,26.356987,1,5011
16,33,0.0,64.76925,26,5047
17,24,0.0,73.23557,30,4869
18,31,0.0,14.818248,0,0
19,43,0.0,94.12543,32,4979
20,14,0.0,20.689726,32,4869
21,17,0.0,15.506551,0,4975
22,13,0.0,170.73265,2000,387
23,13,0.0,37.467106,1,5044
24,9,0.0,94.29257,0,0
25,2,0.0,3.5874288,0,5058
26,26,0.0,61.537186,0,5058
27,21,0.0,145.78293,2000,26
28,36,0.0,76.399826,5,5063
29,2,0.0,3.4859002,0,5020
30,0,0.0,203.45415,0,0
31,26,0.0,203.01614,2000,14
32,20,0.0,30.567373,19,5015
33,27,0.0,26.299664,1,5034
34,44,0.0,148.50015,2000,17
35,9,0.0,98.89283,0,0
36,23,0.0,110.54454,14,4973
37,30,0.0,8.539174,0,4986
38,5,0.0,85.399956,18,4921
39,4,0.0,11.793468,0,0
40,44,0.0,21.09388,0,4976
41,5,0.0,268.18616,2000,6
42,0,0.0,214.14374,2000,150
43,19,0.0,43.159393,9,5044
44,3,0.0,1.1396112,0,0
45,10,0.0,116.55755,2000,73
46,7,0.0,51.232967,0,0
47,6,0.0,138.28761,2000,65
48,6,0.0,21.996681,0,0
49,43,0.0,82.01619,1,4969
50,9,0.0,62.78771,0,0
51,34,0.0,39.88635,0,4979
52,41,0.0,37.320816,0,0
53,29,0.0,42.507057,2000,30
54,18,0.0,19.307135,0,0
55,18,0.0,1.9973376,0,0
56,16,0.0,107.28544,2000,27
57,44,0.0,138.5096,2000,57
58,3,0.0,2.6014767,0,5033
59,37,0.0,6.47691,0,0
60,19,0.0,183.40102,2000,14
61,31,0.0,69.121635,2000,475
62,45,0.0,75.565575,0,0
63,21,0.0,2.069182,0,5032
64,17,0.0,62.14838,0,0
65,41,0.0,179.89763,0,0
66,8,0.0,104.89649,2000,193
67,29,0.0,27.213526,2000,502
68,41,0.0,58.271538,0,0
69,25,0.0,31.058931,0,5004
70,47,0.0,18.10244,0,0
71,0,0.0,269.2256,0,0
72,16,0.0,27.260801,0,5020
73,31,0.0,21.229122,0,0
74,22,0.0,112.50799,208,4820
75,47,0.0,45.94095,0,5097
76,41,0.0,234.48514,2000,50
77,20,0.0,42.62083,0,0
78,29,0.0,19.560757,27,4936
79,34,0.0,96.4591,2000,274
80,6,0.0,121.53927,2000,72
81,28,0.0,32.728237,21,4949
82,6,0.0,56.371735,23,4993
83,19,0.0,12.11048,0,5013
84,1,0.0,36.80012,0,0
85,49,0.0,99.591125,532,4579
86,47,0.0,117.51529,27,5048
87,32,0.0,32.64431,0,0
88,42,0.0,29.022942,464,4411
89,41,0.0,116.889305,13,5069
90,26,0.0,118.80149,0,0
91,38,0.0,0.3000114,0,4902
92,7,0.0,27.052505,0,0
93,3,0.0,1.0615519,0,4977
94,39,0.0,160.52898,2000,94
95,35,0.0,35.39759,0,0
96,46,0.0,10.823298,0,5022
97,9,0.0,201.86505,2000,67
98,7,0.0,21.910355,0,5016
99,7,0.0,43.30398,0,0
100,31,0.0,70.682594,0,0
101,22,0.0,52.961548,0,0
102,16,0.0,136.63869,0,0
103,25,0.0,62.415928,0,5021
104,11,0.0,7.489945,0,0
105,7,0.0,56.27751,2000,27
106,49,0.0,39.5771,0,4999
107,11,0.0,7.2020564,0,0
108,14,0.0,15.773065,0,0
109,33,0.0,26.80467,0,5068
110,33,0.0,43.184174,3,4980
111,3,0.0,7.1543074,87,4892
112,47,0.0,29.400618,1,5027
113,18,0.0,8.446393,0,0
114,28,0.0,7.193343,0,5036
115,7,0.0,26.22629,1997,2048
116,36,0.0,79.23066,0,0
117,49,0.0,0.88073593,0,5033
118,23,0.0,168.81844,0,0
119,11,0.0,4.420347,0,5029
120,34,0.0,40.70949,0,0
121,18,0.0,4.784889,0,0
122,41,0.0,129.57155,21,5078
123,41,0.0,101.4584,0,0
124,5,0.0,200.47856,0,0
125,17,0.0,108.80593,0,0
126,7,0.0,57.52384,0,0
127,35,0.0,89.32268,2000,108
128,24,0.0,132.62416,0,0
129,42,0.0,32.508636,0,0
130,21,0.0,93.119095,0,0
131,36,0.0,15.988799,0,4979
132,24,0.0,127.35091,2000,76
133,18,0.0,16.309164,20,4959
134,13,0.0,169.74779,33,4936
135,1,0.0,107.95194,2000,25
136,43,0.0,177.68668,2000,84
137,39,0.0,122.60607,2000,979
138,38,0.0,0.4249049,0,4971
139,3,0.0,5.304005,2,4975
140,3,0.0,2.9302416,0,4948
141,41,0.0,74.22245,0,5010
142,30,0.0,38.632347,0,0
143,38,0.0,0.58135235,0,0
144,48,0.0,57.507614,16,4952
145,28,0.0,12.266679,0,0
146,33,0.0,142.05095,2000,20
147,19,0.0,24.124392,0,0
148,45,0.0,117.739174,2000,24
149,16,0.0,55.705624,33,4942
150,12,0.0,1.2010499,0,0
151,5,0.0,263.52167,2000,5
152,31,0.0,13.368578,1,4901
153,36,0.0,112.9283,2000,153
154,32,0.0,21.947638,0,0
155,49,0.0,48.08365,0,5103
156,35,0.0,69.405815,0,0
157,18,0.0,2.4298377,0,4938
158,29,0.0,27.428677,0,0
159,25,0.0,102.00916,21,4965
160,24,0.0,143.24226,2000,61
161,36,0.0,94.785515,583,4385
162,0,0.0,78.408714,7,4966
163,7,0.0,23.525246,20,4986
164,17,0.0,33.618885,6,5019
165,0,0.0,62.539177,0,5030
166,4,0.0,3.455992,0,5074
167,21,0.0,152.01767,2000,23
168,13,0.0,8.052159,0,0
169,19,0.0,136.47614,2000,14
170,13,0.0,186.22723,0,0
171,22,0.0,154.56291,2000,22
172,47,0.0,176.60306,2000,356
173,46,0.0,152.22247,2000,1409
174,1,0.0,44.309143,0,5012
175,34,0.0,19.647732,0,4998
176,32,0.0,11.457045,0,5009
177,13,0.0,230.04866,0,0
178,28,0.0,5.8122835,0,5096
179,7,0.0,26.190283,27,4983
180,42,0.0,41.585987,0,0
181,34,0.0,21.671526,0,4989
182,14,0.0,27.604532,2000,113
183,27,0.0,39.628765,32,4958
184,42,0.0,50.92116,2000,89
185,46,0.0,117.145325,0,0
186,20,0.0,90.04209,2000,52
187,7,0.0,32.769863,2000,151
188,30,0.0,27.094505,0,0
189,25,0.0,155.3646,2000,150
190,29,0.0,25.189598,0,0
191,8,0.0,44.554535,0,0
192,21,0.0,158.82909,2000,18
193,36,0.0,98.64533,2000,368
194,17,0.0,11.726011,0,4992
195,25,0.0,225.94003,2000,21
196,13,0.0,115.179016,0,0
197,45,0.0,32.825096,5,5071
198,8,0.0,98.38073,97,4909
199,32,0.0,17.353971,2,4989
200,41,0.0,106.85092,2,5018
201,42,0.0,20.855463,0,0
202,3,0.0,9.469,2000,38
203,12,0.0,3.5871232,2,5032
204,37,0.0,11.524925,1024,3918
205,37,0.0,12.349882,2000,93
206,3,0.0,6.6347384,16,5009
207,26,0.0,33.786823,0,5029
208,24,0.0,64.20661,1,4972
209,44,0.0,185.64449,2000,15
210,13,0.0,170.28616,942,4047
211,26,0.0,85.814415,0,0
212,44,0.0,47.43192,0,0
213,36,0.0,114.19846,2000,94
214,8,0.0,41.592415,0,4979
215,13,0.0,193.56303,2000,70
216,0,0.0,252.61786,2000,54
217,21,0.0,143.73215,0,0
218,3,0.0,4.695468,0,4969
219,42,0.0,15.487089,16,4924
220,20,0.0,78.801544,0,0
221,45,0.0,7.746792,0,5025
222,24,0.0,90.56788,0,0
223,14,0.0,0.047296405,0,4994
224,33,0.0,90.660965,2000,191
225,14,0.0,21.826427,1993,1260
226,13,0.0,8.895566,0,5011
227,40,0.0,84.3477,2000,48
228,15,0.0,0.36689404,0,4979
229,6,0.0,102.271034,59,4900
230,5,0.0,218.68167,2000,9
231,37,0.0,6.5072656,0,0
232,24,0.0,103.28521,0,0
233,36,0.0,64.10207,0,0
234,41,0.0,255.39368,2000,24
235,14,0.0,22.990196,2000,218
236,20,0.0,43.83442,37,4911
237,44,0.0,150.9734,2000,18
238,1,0.0,85.46458,2000,184
239,5,0.0,61.99639,1,4964
240,39,0.0,120.89444,47,4969
241,24,0.0,72.85229,26,4973
242,31,0.0,65.43065,797,4190
243,6,0.0,116.77572,2000,1506
244,19,0.0,8.134954,0,5034
245,43,0.0,243.55482,2000,12
246,4,0.0,10.88849,0,4924
247,9,0.0,37.133537,0,0
248,10,0.0,173.69156,0,0
249,25,0.0,185.03378,2000,62
250,11,0.0,5.3644037,0,0
251,9,0.0,64.48147,0,0
252,36,0.0,14.5168085,0,5115
253,39,0.0,136.82199,0,0
254,20,0.0,77.814896,2000,117
255,16,0.0,111.636475,2000,27
256,22,0.0,21.324701,0,5054
257,37,0.0,3.8729298,0,4922
258,39,0.0,88.31571,0,4981
259,6,0.0,10.155217,0,0
260,26,0.0,189.80132,2000,19
261,22,0.0,129.79506,2000,62
262,16,0.0,2.1623375,0,0
263,35,0.0,0.20620655,0,5015
264,22,0.0,135.65823,2000,19
265,29,0.0,31.94434,0,0
266,6,0.0,9.005896,0,5052
267,2,0.0,3.6764064,0,4968
268,37,0.0,4.9643755,4,4992
269,21,0.0,83.32696,0,0
270,24,0.0,165.14397,0,0
271,42,0.0,4.4982057,0,5019
272,32,0.0,18.96295,16,4974
273,6,0.0,162.80095,2000,18
274,4,0.0,3.9898834,0,4987
275,22,0.0,114.50874,0,0
276,24,0.0,16.160997,0,0
277,22,0.0,173.52365,2000,13
278,26,0.0,179.33212,2000,59
279,30,0.0,13.492349,4,4969
280,35,0.0,88.94747,0,0
281,25,0.0,91.735115,6,5067
282,37,0.0,1.0887439,0,4945
283,39,0.0,210.5941,2000,21
284,5,0.0,207.3807,2000,13
285,9,0.0,233.44235,2000,46
286,4,0.0,10.888333,0,0
287,0,0.0,268.95154,0,0
288,41,0.0,250.26405,2000,39
289,31,0.0,17.469103,0,5025
290,3,0.0,7.7527223,2000,58
291,8,0.0,90.52284,0,0
292,42,0.0,18.166477,16,4933
293,45,0.0,125.26505,2000,24
294,8,0.0,58.703815,1,5026
295,23,0.0,259.98315,2000,88
296,2,0.0,13.507866,0,0
297,12,0.0,3.5519085,0,5058
298,22,0.0,111.27493,24,5018
299,45,0.0,47.77822,29,4965
300,21,0.0,149.37816,2000,18
301,13,0.0,129.20853,0,0
302,3,0.0,10.56694,2000,26
303,6,0.0,120.57183,2000,186
304,45,0.0,15.39225,0,5072
305,25,0.0,65.562004,2,4984
306,35,0.0,51.743103,2000,2644
307,13,0.0,171.03862,2000,136
308,15,0.0,259.1292,0,0
309,9,0.0,195.59798,2000,140
310,19,0.0,27.406149,0,5007
311,30,0.0,12.611849,0,5037
312,2,0.0,12.703913,30,4963
