Id,Type,ProductionPrice,SellingPrice,Stock,Sales
0,48,0.0,72.990746,670,809
1,46,0.0,131.62202,1502,23
2,2,0.0,189.75632,1534,11
3,16,0.0,12.417703,1182,300
4,28,0.0,43.046654,1171,357
5,45,0.0,89.129364,1451,86
6,34,0.0,220.88838,1486,2
7,15,0.0,61.306103,1452,77
8,43,0.0,61.482716,1296,192
9,48,0.0,67.81801,4,1521
10,28,0.0,27.55245,56,1447
11,25,0.0,93.15275,1231,299
12,11,0.0,136.64343,1513,21
13,9,0.0,116.678215,1422,115
14,38,0.0,21.685122,1380,138
15,23,0.0,197.6735,1455,15
16,9,0.0,91.56164,1315,197
17,17,0.0,77.90813,1147,307
18,34,0.0,104.68274,1427,48
19,34,0.0,56.529465,1291,183
20,40,0.0,111.484184,1489,1
21,28,0.0,53.982162,1308,184
22,43,0.0,56.451893,1185,317
23,26,0.0,21.9504,178,1305
24,35,0.0,89.49682,1066,461
25,26,0.0,148.12593,1470,31
26,5,0.0,54.666534,919,597
27,11,0.0,5.230585,0,0
28,11,0.0,12.692373,1,1476
29,4,0.0,85.78743,0,0
30,4,0.0,22.884598,1,1492
31,6,0.0,35.947437,6,1479
32,2,0.0,145.93993,1476,39
33,25,0.0,123.21708,1401,139
34,24,0.0,94.74221,1482,109
35,0,0.0,45.043316,1325,169
36,38,0.0,4.503875,1,1501
37,9,0.0,42.563,537,944
38,25,0.0,249.55292,1457,10
39,13,0.0,7.007368,0,0
40,26,0.0,64.24021,1289,224
41,9,0.0,191.29454,1461,26
42,35,0.0,89.37409,990,522
43,45,0.0,114.27951,1500,30
44,40,0.0,15.273197,928,594
45,6,0.0,82.39748,1152,360
46,35,0.0,134.0248,1175,263
47,20,0.0,80.72586,1480,7
48,25,0.0,234.80109,1537,16
49,3,0.0,88.84982,1427,115
50,4,0.0,34.624798,103,1369
51,10,0.0,129.4152,1404,118
52,18,0.0,8.277807,1,1480
53,42,0.0,46.471455,1292,188
54,47,0.0,151.20978,1447,92
55,42,0.0,49.564514,0,0
56,3,0.0,166.92834,1505,8
57,27,0.0,47.240967,1414,108
58,37,0.0,4.341849,0,1499
59,16,0.0,5.4022894,427,1085
60,17,0.0,118.99526,1469,84
61,1,0.0,140.24432,1352,104
62,27,0.0,54.312828,1415,67
63,19,0.0,230.53322,1501,8
64,5,0.0,115.81623,1432,69
65,21,0.0,95.52225,1443,78
66,5,0.0,25.683617,10,1517
67,23,0.0,47.2551,396,1091
68,31,0.0,29.962494,438,1076
69,13,0.0,68.4481,687,824
70,42,0.0,76.738266,1437,59
71,29,0.0,84.58644,1286,239
72,1,0.0,88.549126,1188,339
73,29,0.0,160.9213,1472,17
74,3,0.0,132.56787,1468,43
75,27,0.0,45.270576,1362,122
76,20,0.0,51.19889,1384,127
77,41,0.0,3.2188177,555,1003
78,46,0.0,76.40447,1375,119
79,8,0.0,24.350784,0,1536
80,31,0.0,22.44338,0,1496
81,12,0.0,1.3818829,0,1512
82,48,0.0,73.33825,0,0
83,13,0.0,188.3465,0,0
84,40,0.0,83.4877,1506,21
85,17,0.0,174.14894,1482,22
86,17,0.0,138.36798,1413,58
87,49,0.0,54.86373,1278,193
88,35,0.0,35.025127,0,1453
89,31,0.0,93.02048,1414,66
90,34,0.0,35.084698,670,807
91,9,0.0,212.90544,1502,38
92,34,0.0,140.32787,1469,22
93,44,0.0,172.97772,1392,89
94,29,0.0,156.33531,1445,25
95,13,0.0,246.46846,1472,6
96,48,0.0,113.33943,1262,221
97,20,0.0,48.24263,1387,149
98,41,0.0,4.1317205,849,638
99,49,0.0,56.911472,1374,177
100,19,0.0,243.89172,1495,10
101,16,0.0,11.671101,1064,444
102,8,0.0,63.515102,1203,333
103,12,0.0,61.9241,1441,35
104,16,0.0,23.588495,1461,68
105,11,0.0,28.1425,797,679
106,0,0.0,22.287333,40,1440
107,43,0.0,156.27524,1511,12
108,8,0.0,164.15411,1475,25
109,41,0.0,9.382386,1330,138
110,44,0.0,202.84674,1428,73
111,12,0.0,60.007153,1499,31
112,36,0.0,60.420834,796,689
113,9,0.0,281.77982,1499,0
114,0,0.0,9.889271,4,1487
115,15,0.0,31.038107,1093,397
116,12,0.0,34.099445,1145,384
117,42,0.0,71.25068,1470,64
118,34,0.0,212.55872,1493,5
119,0,0.0,27.261944,889,591
120,18,0.0,72.90157,1519,21
121,24,0.0,43.84468,819,667
122,18,0.0,55.101254,1389,110
123,13,0.0,145.27295,1416,71
124,29,0.0,200.7244,1508,9
125,46,0.0,86.14071,1405,67
126,17,0.0,35.502144,764,739
127,27,0.0,72.81212,1493,3
128,22,0.0,28.402666,21,1503
129,36,0.0,168.54634,1486,29
130,24,0.0,41.76707,0,0
131,25,0.0,123.42833,1363,107
132,19,0.0,72.10055,1057,428
133,23,0.0,86.46319,1223,253
134,45,0.0,164.56918,1506,11
135,15,0.0,0.5281848,0,1498
136,12,0.0,0.5000567,0,1477
137,30,0.0,215.42587,1504,11
138,28,0.0,70.95851,1430,58
139,46,0.0,1.5985036,0,1460
140,8,0.0,196.9554,1515,7
141,37,0.0,35.649433,1519,14
142,12,0.0,62.74273,1474,40
143,34,0.0,156.88911,1498,13
144,29,0.0,145.20193,1443,22
145,21,0.0,15.931551,0,1501
146,35,0.0,198.1968,1473,79
147,13,0.0,245.18866,1524,5
148,35,0.0,66.137596,213,1269
149,19,0.0,15.162094,0,1455
150,0,0.0,83.124825,1452,36
151,46,0.0,156.10753,1485,4
152,1,0.0,9.617969,0,1461
153,31,0.0,35.418106,0,0
154,44,0.0,251.43463,1428,66
155,37,0.0,11.047401,924,638
156,25,0.0,57.066742,296,1214
157,45,0.0,186.61977,1513,12
158,37,0.0,31.469414,1421,47
159,24,0.0,15.93414,3,1500
160,8,0.0,156.87991,1450,18
161,10,0.0,38.51538,78,1401
162,21,0.0,26.226484,0,1492
163,25,0.0,93.51442,1254,248
164,3,0.0,77.7806,1365,112
165,20,0.0,50.390766,1368,146
166,31,0.0,62.490158,1283,230
167,35,0.0,36.44881,1,1509
168,34,0.0,15.32659,1,1539
169,19,0.0,100.06913,1374,116
170,4,0.0,30.529305,13,1454
171,14,0.0,23.566198,0,1487
172,39,0.0,38.67618,1095,371
173,4,0.0,135.2506,1436,94
174,1,0.0,221.90164,1454,3
175,41,0.0,7.67134,1193,303
176,26,0.0,95.15333,1372,126
177,12,0.0,43.090393,1286,167
178,20,0.0,22.873003,357,1180
179,34,0.0,195.06514,1520,10
180,31,0.0,81.98983,1383,122
181,5,0.0,60.55322,1080,377
182,6,0.0,218.32997,1487,13
183,26,0.0,163.27525,0,0
184,33,0.0,153.68643,1217,232
185,0,0.0,8.185062,3,1493
186,4,0.0,158.81433,1460,46
187,46,0.0,55.209515,1317,183
188,17,0.0,105.28226,1368,118
189,32,0.0,140.9829,1454,60
190,42,0.0,16.943106,0,1481
191,25,0.0,39.596565,2,1482
192,20,0.0,41.64526,1387,181
193,40,0.0,8.212586,14,1474
194,27,0.0,34.30059,1238,240
195,46,0.0,32.889717,293,1237
196,23,0.0,103.896416,1282,198
197,18,0.0,6.606961,0,1522
198,11,0.0,16.858608,0,0
199,2,0.0,51.7546,760,754
200,3,0.0,138.79985,0,0
201,6,0.0,233.9151,1495,2
202,17,0.0,46.004375,982,503
203,36,0.0,188.39484,1479,7
204,3,0.0,126.23502,1496,39
205,47,0.0,268.64264,1508,8
206,7,0.0,17.784119,0,1509
207,11,0.0,51.445164,1294,238
208,48,0.0,210.50151,1468,6
209,26,0.0,162.4552,1440,16
210,44,0.0,144.07043,0,0
211,7,0.0,82.93916,1160,398
212,8,0.0,4.413333,0,0
213,49,0.0,42.59118,1093,438
214,46,0.0,120.110085,1452,36
215,7,0.0,58.578747,893,590
216,48,0.0,73.36014,797,661
217,48,0.0,242.10101,1538,2
218,47,0.0,90.11641,1113,362
219,29,0.0,66.78845,1052,443
220,34,0.0,26.383112,193,1345
221,11,0.0,75.913605,1370,89
222,6,0.0,65.35799,685,812
223,3,0.0,69.47088,1271,215
224,32,0.0,30.373985,2,1552
225,29,0.0,79.121864,1212,227
226,31,0.0,111.12596,1410,44
227,27,0.0,8.945908,0,1488
228,14,0.0,118.96251,0,0
229,39,0.0,26.950762,29,1479
230,24,0.0,46.446957,974,549
231,15,0.0,21.790342,777,724
232,19,0.0,88.13979,1274,248
233,7,0.0,190.21107,0,0
234,38,0.0,23.690212,1397,114
235,2,0.0,28.406322,1,1466
236,39,0.0,42.087074,1172,309
237,43,0.0,28.722385,397,1050
238,20,0.0,61.95219,1458,77
239,7,0.0,17.220598,0,1493
240,25,0.0,132.04214,1445,72
241,32,0.0,55.114895,856,622
242,16,0.0,14.377635,1316,161
243,12,0.0,92.18826,1478,0
244,15,0.0,53.375153,1411,116
245,32,0.0,173.71385,1452,20
246,37,0.0,36.569992,1512,9
247,22,0.0,183.74968,1479,45
248,26,0.0,1.0326903,0,1492
249,48,0.0,234.39134,1457,1
250,43,0.0,89.0181,1468,75
251,5,0.0,127.03533,1438,41
252,9,0.0,160.02486,0,0
253,21,0.0,66.60943,1122,382
254,30,0.0,17.740522,2,1505
255,18,0.0,55.417263,1389,104
256,37,0.0,5.504134,0,1444
257,17,0.0,42.66678,926,601
258,33,0.0,183.0248,1404,90
259,11,0.0,33.323883,1169,345
260,19,0.0,218.77269,1472,8
261,4,0.0,158.83644,1428,46
262,47,0.0,202.27533,1439,27
263,38,0.0,20.176739,1364,163
264,31,0.0,66.4682,1325,176
265,5,0.0,8.834361,0,1530
266,0,0.0,29.70483,1127,422
267,49,0.0,80.90098,1462,57
268,43,0.0,78.883934,1380,125
269,29,0.0,93.35057,1357,133
270,49,0.0,8.128987,0,1485
271,33,0.0,244.11638,1438,41
272,16,0.0,5.014959,12,1513
273,2,0.0,136.18823,1488,58
274,47,0.0,160.3101,0,0
275,23,0.0,199.78627,1433,15
276,11,0.0,13.904801,2,1483
277,2,0.0,37.194313,0,1543
278,18,0.0,55.78149,1380,113
279,11,0.0,87.39244,1405,95
280,40,0.0,10.270436,424,1040
281,11,0.0,22.666817,252,1237
282,39,0.0,55.748947,1346,123
283,39,0.0,33.627514,734,770
284,33,0.0,224.01317,1463,50
285,34,0.0,97.30374,1430,68
286,18,0.0,53.371445,0,0
287,10,0.0,53.889915,897,599
288,12,0.0,6.841717,0,1485
289,25,0.0,64.326,570,933
290,12,0.0,37.343567,1298,201
291,19,0.0,245.91873,1481,7
292,49,0.0,65.47893,1455,86
