Id,Type,ProductionPrice,SellingPrice,Stock,Sales
0,15,0.0,59.595837,0,2018
1,42,0.0,65.09146,0,0
2,42,0.0,7.2050304,0,1977
3,6,0.0,46.828083,0,0
4,21,0.0,59.57523,4,1966
5,2,0.0,89.48682,0,0
6,30,0.0,7.281674,0,0
7,4,0.0,25.053556,0,1995
8,34,0.0,222.17049,1859,54
9,16,0.0,2.858225,0,1994
10,43,0.0,29.511396,0,1960
11,16,0.0,3.0414064,0,0
12,4,0.0,119.75363,1973,61
13,31,0.0,98.31123,0,0
14,5,0.0,1.3329083,0,1995
15,13,0.0,115.0524,0,0
16,47,0.0,16.071573,0,2008
17,0,0.0,75.48794,0,0
18,10,0.0,2.6878028,0,1991
19,24,0.0,252.33028,2000,17
20,35,0.0,159.78632,0,0
21,17,0.0,113.70855,0,0
22,13,0.0,53.86269,0,0
23,23,0.0,9.485466,0,0
24,14,0.0,106.64314,0,0
25,2,0.0,24.248774,0,0
26,29,0.0,15.478135,0,0
27,36,0.0,94.46477,0,0
28,45,0.0,78.35966,0,2043
29,2,0.0,97.380066,0,0
30,31,0.0,124.60429,0,0
31,38,0.0,0.3890071,0,2034
32,1,0.0,79.623276,0,2009
33,46,0.0,87.02034,77,1937
34,10,0.0,10.108053,0,0
35,41,0.0,94.65437,0,0
36,33,0.0,222.15193,0,0
37,28,0.0,3.95292,0,0
38,6,0.0,61.53708,0,0
39,40,0.0,80.958015,0,0
40,23,0.0,21.926157,0,0
41,5,0.0,0.93698233,0,0
42,12,0.0,6.6611094,0,2066
43,30,0.0,0.8098485,0,0
44,39,0.0,199.12402,0,0
45,35,0.0,57.37196,0,2026
46,16,0.0,3.535718,0,0
47,5,0.0,31.344824,0,0
48,27,0.0,0.014390726,0,2004
49,30,0.0,15.725941,34,1958
50,33,0.0,51.230186,0,0
51,37,0.0,210.84834,0,0
52,39,0.0,158.36223,1310,645
53,33,0.0,267.8962,1909,19
54,41,0.0,121.43235,1949,61
55,18,0.0,43.373535,0,0
56,1,0.0,150.50233,0,0
57,29,0.0,2.7399585,0,1985
58,21,0.0,136.14201,1935,57
59,5,0.0,2.2337472,0,1982
60,28,0.0,171.82634,1921,115
61,24,0.0,290.69727,0,0
62,22,0.0,120.29248,1293,704
63,2,0.0,85.192345,0,0
64,37,0.0,138.48068,0,0
65,15,0.0,117.02764,0,0
66,41,0.0,106.54961,0,0
67,8,0.0,20.440767,0,0
68,25,0.0,38.926006,0,0
69,21,0.0,63.70018,14,1914
70,1,0.0,233.99324,1973,26
71,44,0.0,183.44821,0,0
72,13,0.0,68.02241,16,1891
73,21,0.0,9.196929,0,1993
74,38,0.0,46.646317,25,1965
75,30,0.0,13.018227,0,0
76,42,0.0,56.077126,15,1934
77,23,0.0,7.174669,0,1987
78,44,0.0,13.133838,0,0
79,10,0.0,18.425053,0,0
80,36,0.0,76.917366,0,0
81,35,0.0,169.97163,2000,26
82,36,0.0,89.34429,0,2002
83,22,0.0,85.07613,0,0
84,39,0.0,66.83642,0,0
85,43,0.0,131.06544,0,0
86,42,0.0,39.158913,0,0
87,34,0.0,160.4737,0,0
88,3,0.0,63.35408,0,0
89,33,0.0,72.63573,0,0
90,39,0.0,93.45583,0,2049
91,15,0.0,58.20024,0,2012
92,11,0.0,22.844376,0,0
93,47,0.0,8.092388,0,1947
94,0,0.0,138.20721,0,0
95,42,0.0,62.011505,35,1916
96,8,0.0,21.521044,0,1973
97,18,0.0,46.144062,0,1998
98,14,0.0,28.446205,0,1993
99,42,0.0,50.725193,0,0
100,22,0.0,98.01025,0,0
101,33,0.0,154.90598,0,0
102,2,0.0,86.18157,1737,252
103,20,0.0,34.64505,0,0
104,31,0.0,107.84523,1950,73
105,11,0.0,50.108402,0,0
106,39,0.0,1.981529,0,0
107,29,0.0,8.763148,0,0
108,48,0.0,160.12321,0,0
109,22,0.0,155.79956,0,0
110,0,0.0,166.1446,1571,428
111,10,0.0,25.407104,30,1961
112,29,0.0,11.810842,0,0
113,30,0.0,4.7790747,0,0
114,14,0.0,129.48698,0,0
115,18,0.0,49.015667,0,1982
116,26,0.0,62.565228,0,2009
117,3,0.0,76.02409,29,1986
118,5,0.0,47.039734,0,0
119,37,0.0,141.02664,0,0
120,46,0.0,85.1791,27,1981
121,24,0.0,55.455383,0,0
122,3,0.0,81.216255,0,0
123,7,0.0,75.3934,0,0
124,29,0.0,18.490171,20,1961
125,20,0.0,100.63843,0,0
126,38,0.0,42.454865,0,0
127,33,0.0,204.61093,1812,125
128,24,0.0,135.2057,0,0
129,17,0.0,175.35376,1896,128
130,36,0.0,79.49844,0,1974
131,46,0.0,128.55673,1958,25
132,27,0.0,0.29409882,0,0
133,35,0.0,144.39,0,0
134,29,0.0,17.053734,0,0
135,31,0.0,15.3431635,0,0
136,43,0.0,183.02267,1769,241
137,32,0.0,9.323213,0,1952
138,27,0.0,0.08902948,0,2020
139,45,0.0,97.548386,0,0
140,6,0.0,74.45107,1914,104
141,21,0.0,59.60932,0,0
142,36,0.0,233.64598,0,0
143,0,0.0,269.267,1975,29
144,9,0.0,37.270027,0,0
145,16,0.0,1.479802,0,0
146,28,0.0,172.75883,0,0
147,11,0.0,28.442827,0,2054
148,25,0.0,42.081253,0,0
149,15,0.0,109.66984,0,0
150,48,0.0,181.98177,2000,25
151,18,0.0,28.08906,0,1980
152,16,0.0,9.183222,0,0
153,45,0.0,73.60264,0,0
154,23,0.0,6.7908807,0,2007
155,32,0.0,8.644525,0,2011
156,4,0.0,79.01711,0,0
157,35,0.0,43.513386,0,0
158,27,0.0,0.31928146,0,1946
159,28,0.0,188.4273,0,0
160,14,0.0,17.842712,0,0
161,33,0.0,57.190987,0,0
162,24,0.0,15.5282755,0,1949
163,27,0.0,0.19853431,0,0
164,10,0.0,13.85066,0,0
165,38,0.0,14.143109,0,1965
166,19,0.0,62.956367,0,1960
167,18,0.0,4.105674,0,1970
168,39,0.0,94.7603,0,1976
169,11,0.0,28.686594,0,0
170,9,0.0,219.97577,1929,75
171,21,0.0,82.59375,36,1979
172,11,0.0,30.266644,0,0
173,33,0.0,87.764465,0,0
174,11,0.0,2.1449354,0,1969
175,10,0.0,21.170614,4,1926
176,11,0.0,11.757958,0,1995
177,26,0.0,122.18941,1593,445
178,0,0.0,86.53133,0,2067
179,26,0.0,112.6624,1126,851
180,5,0.0,34.698765,0,1970
181,8,0.0,134.38943,0,0
182,0,0.0,224.9101,0,0
183,0,0.0,168.06985,0,0
184,46,0.0,133.91762,1983,17
185,2,0.0,47.231953,0,2052
186,36,0.0,176.43378,1891,127
187,26,0.0,77.98832,0,0
188,17,0.0,10.449544,0,0
189,43,0.0,111.88328,0,0
190,20,0.0,31.758453,0,0
191,12,0.0,12.158347,0,0
192,10,0.0,4.49514,0,1991
193,8,0.0,28.967417,0,0
194,47,0.0,106.913445,1892,59
195,0,0.0,141.27948,0,0
196,44,0.0,189.84973,0,0
197,43,0.0,65.364845,0,1976
198,17,0.0,4.8567653,0,2008
199,22,0.0,94.2676,24,1897
200,26,0.0,109.91337,348,1578
201,18,0.0,61.474255,28,1998
202,7,0.0,46.8035,5,1989
203,37,0.0,217.79887,1861,63
204,2,0.0,8.0154295,0,0
205,11,0.0,16.860779,0,2054
206,43,0.0,28.989845,0,2046
207,21,0.0,46.09671,0,1932
208,2,0.0,95.27559,1880,161
209,5,0.0,61.451263,0,0
210,47,0.0,37.044914,0,0
211,17,0.0,120.48416,29,1978
212,3,0.0,40.560665,0,2015
213,35,0.0,142.25877,0,0
214,47,0.0,104.17569,0,0
215,10,0.0,24.084595,0,0
216,46,0.0,94.68927,1657,298
217,16,0.0,1.1508334,0,2023
218,6,0.0,34.147205,0,1985
219,21,0.0,55.321396,0,0
220,12,0.0,51.221317,1639,364
221,18,0.0,90.508865,0,0
222,20,0.0,193.723,0,0
223,30,0.0,0.5214121,0,0
224,39,0.0,254.01422,1977,21
225,25,0.0,60.75398,0,0
226,18,0.0,39.51685,0,2007
227,0,0.0,233.03278,1944,60
228,43,0.0,114.96898,25,1999
229,24,0.0,290.16003,1981,20
230,14,0.0,61.183968,3,2019
231,29,0.0,12.188432,0,2020
232,12,0.0,13.265346,0,0
233,24,0.0,288.1445,0,0
234,11,0.0,46.55374,0,0
235,26,0.0,42.217625,0,2000
236,38,0.0,57.34111,0,0
237,16,0.0,4.5804176,0,2032
238,43,0.0,118.73326,0,0
239,15,0.0,44.50797,0,0
240,3,0.0,19.343578,0,0
241,6,0.0,66.95496,1755,228
242,25,0.0,12.818194,0,1967
243,10,0.0,28.544443,29,1947
244,18,0.0,34.36437,0,0
245,47,0.0,5.1060166,0,1990
246,6,0.0,11.430895,0,2022
