Id,Type,ProductionPrice,SellingPrice,Stock,Sales
0,47,0.0,18.419676,0,1491
1,49,0.0,4.181547,30,1495
2,46,0.0,57.274513,920,558
3,18,0.0,10.847134,0,1506
4,46,0.0,21.557013,0,1526
5,18,0.0,277.62903,1515,5
6,8,0.0,256.5397,1485,11
7,4,0.0,42.410614,0,1567
8,5,0.0,93.80114,1528,8
9,19,0.0,82.00291,1199,327
10,30,0.0,200.40761,1478,6
11,16,0.0,22.64462,0,1496
12,44,0.0,3.3970866,23,1493
13,16,0.0,63.591377,1463,21
14,24,0.0,194.44287,1480,6
15,47,0.0,93.19643,39,1528
16,28,0.0,71.72869,1366,113
17,48,0.0,180.79091,1501,17
18,7,0.0,41.067707,0,1483
19,39,0.0,14.438759,0,1528
20,28,0.0,109.57125,1475,7
21,28,0.0,116.33837,1477,7
22,6,0.0,0.32341003,0,1506
23,11,0.0,9.762899,0,1518
24,11,0.0,21.767956,18,1494
25,2,0.0,88.63569,34,1407
26,44,0.0,3.550163,25,1495
27,13,0.0,244.04459,1515,5
28,29,0.0,60.939785,1430,1
29,15,0.0,65.11806,7,1516
30,39,0.0,88.94178,1291,230
31,46,0.0,57.683304,0,0
32,4,0.0,216.48308,1482,10
33,45,0.0,55.538113,718,815
34,12,0.0,173.89417,1502,12
35,1,0.0,53.873394,1264,236
36,14,0.0,1.7054653,0,1483
37,48,0.0,16.627935,0,1496
38,9,0.0,89.005,1497,15
39,1,0.0,21.002716,0,1477
40,36,0.0,3.5301542,0,1557
41,47,0.0,17.34502,0,1478
42,48,0.0,240.00359,1505,6
43,25,0.0,8.947532,0,1504
44,19,0.0,14.457697,0,1495
45,25,0.0,46.100563,1467,16
46,43,0.0,77.834625,1285,156
47,33,0.0,16.51086,0,1487
48,44,0.0,0.09166812,0,1529
49,32,0.0,31.095158,0,1509
50,40,0.0,132.93626,1458,18
51,39,0.0,65.50153,37,1484
52,12,0.0,190.64487,1522,13
53,3,0.0,160.14427,0,0
54,18,0.0,37.015076,0,1453
55,34,0.0,11.952758,0,1536
56,9,0.0,43.19714,18,1488
57,45,0.0,11.708894,0,1512
58,40,0.0,166.82364,1508,10
59,7,0.0,54.172585,21,1472
60,11,0.0,62.791172,1518,6
61,0,0.0,6.939733,0,1467
62,19,0.0,113.45042,1447,13
63,42,0.0,82.99536,1490,10
64,25,0.0,37.412357,1497,26
65,45,0.0,35.09959,0,1524
66,18,0.0,88.85912,0,0
67,49,0.0,0.14277337,0,1477
68,19,0.0,46.510628,13,1463
69,6,0.0,40.610573,1239,280
70,5,0.0,75.3081,1504,14
71,16,0.0,44.34614,552,937
72,40,0.0,206.11261,1464,3
73,36,0.0,19.50426,0,1549
74,40,0.0,2.1843894,0,1509
75,45,0.0,96.08367,1513,5
76,19,0.0,178.11601,1501,12
77,15,0.0,194.95871,1517,9
78,5,0.0,68.11138,1452,19
79,23,0.0,33.57756,1,1480
80,30,0.0,135.01569,1492,16
81,18,0.0,40.62074,0,1519
82,40,0.0,129.04189,1471,17
83,40,0.0,250.38298,1554,2
84,33,0.0,11.687708,0,1512
85,19,0.0,1.6145447,0,1503
86,3,0.0,110.7015,60,1420
87,19,0.0,210.46376,1509,2
88,31,0.0,28.718248,0,1487
89,21,0.0,19.119806,27,1496
90,42,0.0,8.7191105,0,1505
91,25,0.0,30.072916,1129,336
92,40,0.0,1.1397909,0,1467
93,26,0.0,28.70093,0,1492
94,39,0.0,123.71729,1482,19
95,39,0.0,140.2185,1466,18
96,18,0.0,82.18494,0,0
97,11,0.0,41.774582,1468,68
98,11,0.0,1.2624613,0,1492
99,7,0.0,174.71085,0,0
100,20,0.0,22.242622,24,1442
101,27,0.0,17.326643,1492,18
102,33,0.0,32.242218,26,1483
103,4,0.0,53.095932,1,1502
104,41,0.0,21.029083,0,1519
105,36,0.0,6.2425394,0,1524
106,41,0.0,11.621389,0,1519
107,10,0.0,53.996536,1226,260
108,29,0.0,46.125572,1520,25
109,7,0.0,161.8648,1477,8
110,11,0.0,72.15363,1531,1
111,16,0.0,66.41502,1523,18
112,47,0.0,15.29079,0,1486
113,39,0.0,145.75494,1517,11
114,2,0.0,89.22365,33,1492
115,18,0.0,231.00708,1485,9
116,38,0.0,82.88736,39,1448
117,31,0.0,23.099642,0,1466
118,27,0.0,18.614744,1494,22
119,6,0.0,65.59724,1470,10
120,22,0.0,43.217876,0,1487
121,48,0.0,11.074435,0,1520
122,5,0.0,54.066307,1369,176
123,33,0.0,82.66056,1503,7
124,27,0.0,7.082011,0,1511
125,39,0.0,123.51627,1494,17
126,19,0.0,29.278954,0,1525
127,24,0.0,40.405155,0,1501
128,12,0.0,193.16524,1518,9
129,16,0.0,78.80459,1458,10
130,10,0.0,103.938385,1464,7
131,4,0.0,97.493484,995,496
132,37,0.0,59.24495,33,1452
133,31,0.0,9.937057,0,1461
134,32,0.0,225.37251,1509,8
135,36,0.0,79.56899,0,0
136,14,0.0,127.38902,1486,9
137,2,0.0,162.71536,1520,12
138,45,0.0,51.191673,32,1475
139,48,0.0,26.428986,0,1491
140,10,0.0,36.909267,26,1485
141,18,0.0,266.32794,1496,3
142,48,0.0,200.03381,1456,10
143,46,0.0,33.572647,9,1519
144,0,0.0,32.755505,1402,66
145,18,0.0,129.30223,1432,21
146,36,0.0,61.182163,1497,18
147,38,0.0,3.637666,0,1543
148,4,0.0,173.56902,1502,15
149,2,0.0,59.911312,0,1462
150,1,0.0,86.69754,1450,12
151,48,0.0,93.368866,870,650
152,3,0.0,51.325764,0,1519
153,33,0.0,49.256176,1247,218
154,41,0.0,134.85918,0,0
155,1,0.0,98.94446,1501,8
156,8,0.0,108.079834,40,1410
157,16,0.0,49.550526,1303,145
158,5,0.0,49.05124,973,557
159,36,0.0,67.18334,1498,19
160,46,0.0,101.168945,1456,7
161,4,0.0,229.25485,1482,4
162,30,0.0,167.53941,1507,10
163,31,0.0,62.945045,36,1470
164,37,0.0,147.82317,1475,8
165,15,0.0,137.84248,1448,20
166,35,0.0,93.30872,1381,102
167,7,0.0,161.45761,1513,7
168,35,0.0,125.26131,1441,12
169,49,0.0,3.137739,0,0
170,46,0.0,126.57774,1452,6
171,0,0.0,49.217697,1469,8
172,21,0.0,4.5615745,0,1530
173,17,0.0,0.022172013,0,1466
174,16,0.0,49.951733,1362,168
175,7,0.0,110.72965,1429,71
176,22,0.0,136.42854,1466,8
177,42,0.0,88.90933,1557,7
178,43,0.0,123.70894,1458,16
179,36,0.0,36.86603,30,1496
180,24,0.0,8.558523,0,1559
181,19,0.0,172.36621,1475,8
182,32,0.0,47.233147,0,1469
183,33,0.0,31.028334,24,1525
184,9,0.0,92.89404,1479,13
185,22,0.0,73.66435,1113,354
186,49,0.0,0.6728852,0,1504
187,14,0.0,95.83292,1402,85
188,5,0.0,83.23865,1490,12
189,11,0.0,21.823053,3,1498
190,46,0.0,39.313316,27,1473
191,26,0.0,17.848225,0,1503
192,13,0.0,80.02286,30,1445
193,12,0.0,126.06027,1430,23
194,34,0.0,57.08624,1451,21
195,39,0.0,135.47183,1481,18
196,26,0.0,58.91824,18,1488
197,42,0.0,18.429409,0,1515
198,12,0.0,219.38663,1522,8
199,2,0.0,128.7304,1433,70
200,14,0.0,20.632143,0,1507
201,30,0.0,74.0999,39,1434
202,31,0.0,179.47578,1498,2
203,24,0.0,83.13927,39,1470
204,25,0.0,30.733017,1300,220
205,44,0.0,1.6792986,0,1518
206,20,0.0,6.4812264,0,0
207,12,0.0,51.471756,0,1477
208,23,0.0,14.023369,0,1502
209,12,0.0,123.29825,1394,60
